TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0007043	cell-cell_junction_assembly	0.529	-6.053	-0.95	1.785	-3.137	0.875	0	-1	False
GO:0034333	adherens_junction_assembly	0.159	null	null	1.279	-1.866	0.885	0.855	7043	True
GO:0097120	receptor_localization_to_synapse	0.07	-5.841	4.12	0.954	-2.642	0.933	0	-1	False
GO:1905879	regulation_of_oogenesis	0.018	3.768	4.285	0.477	-3.638	0.873	0	-1	False
GO:0060281	regulation_of_oocyte_development	0.009	null	null	0.301	-1.821	0.878	0.502	1905879	True
GO:0030710	regulation_of_border_follicle_cell_delamination	0.096	null	null	1.079	-3.119	0.863	0.579	1905879	True
GO:0007317	regulation_of_pole_plasm_oskar_mRNA_localization	0.22	null	null	1.415	-1.821	0.859	0.69	1905879	True
GO:1904580	regulation_of_intracellular_mRNA_localization	0.238	null	null	1.447	-1.821	0.897	0.732	1905879	True
GO:0022409	positive_regulation_of_cell-cell_adhesion	0.106	null	null	1.114	-2.218	0.884	0.858	1905879	True
GO:0046710	GDP_metabolic_process	0.026	-0.678	1.213	0.602	-2.519	0.951	0.015	-1	False
GO:0046940	nucleoside_monophosphate_phosphorylation	0.106	null	null	1.114	-2.079	0.952	0.504	46710	True
GO:0046037	GMP_metabolic_process	0.044	null	null	0.778	-2.421	0.944	0.868	46710	True
GO:0007314	oocyte_anterior/posterior_axis_specification	0.599	-1.928	6.122	1.839	-2.975	0.765	0.019	-1	False
GO:0035162	embryonic_hemopoiesis	0.238	null	null	1.447	-1.821	0.834	0.534	7314	True
GO:0007391	dorsal_closure	0.908	null	null	2.017	-2.821	0.782	0.607	7314	True
GO:0030714	anterior/posterior_axis_specification__follicular_epithelium	0.026	null	null	0.602	-2.818	0.777	0.615	7314	True
GO:0016332	establishment_or_maintenance_of_polarity_of_embryonic_epithelium	0.053	null	null	0.845	-2.218	0.775	0.736	7314	True
GO:0007318	pole_plasm_protein_localization	0.097	null	null	1.079	-2.121	0.699	0.836	7314	True
GO:0035099	hemocyte_migration	0.176	null	null	1.322	-1.917	0.764	0.851	7314	True
GO:0008358	maternal_determination_of_anterior/posterior_axis__embryo	0.626	null	null	1.857	-2.951	0.805	0.92	7314	True
GO:0007315	pole_plasm_assembly	0.432	null	null	1.699	-3.229	0.699	0.955	7314	True
GO:0046598	positive_regulation_of_viral_entry_into_host_cell	0.018	6.704	1.762	0.477	-2.818	0.919	0.07	-1	False
GO:0032486	Rap_protein_signal_transduction	0.018	1.721	-6.597	0.477	-2.818	0.886	0.078	-1	False
GO:2000241	regulation_of_reproductive_process	1.049	4.893	-4.72	2.079	-3.092	0.905	0.092	-1	False
GO:0046716	muscle_cell_cellular_homeostasis	0.273	5.865	4.327	1.505	-1.761	0.91	0.096	-1	False
GO:0098586	cellular_response_to_virus	0.088	-0.898	-7.092	1.041	-2.218	0.958	0.138	-1	False
GO:0044087	regulation_of_cellular_component_biogenesis	2.776	5.385	-3.121	2.5	-1.895	0.887	0.149	-1	False
GO:0016320	endoplasmic_reticulum_membrane_fusion	0.026	-5.34	-4.423	0.602	-2.642	0.913	0.164	-1	False
GO:0043525	positive_regulation_of_neuron_apoptotic_process	0.026	6.897	0.564	0.602	-2.642	0.912	0.186	-1	False
GO:0009968	negative_regulation_of_signal_transduction	3.023	4.049	-3.2	2.537	-1.885	0.796	0.189	-1	False
GO:0046425	regulation_of_receptor_signaling_pathway_via_JAK-STAT	0.238	null	null	1.447	-1.78	0.847	0.53	9968	True
GO:1904892	regulation_of_receptor_signaling_pathway_via_STAT	0.238	null	null	1.447	-1.78	0.847	0.53	9968	True
GO:0048585	negative_regulation_of_response_to_stimulus	3.472	null	null	2.597	-1.8	0.819	0.662	9968	True
GO:0010648	negative_regulation_of_cell_communication	3.252	null	null	2.568	-1.828	0.815	0.678	9968	True
GO:0023057	negative_regulation_of_signaling	3.26	null	null	2.569	-1.828	0.821	0.678	9968	True
GO:0046627	negative_regulation_of_insulin_receptor_signaling_pathway	0.22	null	null	1.415	-1.821	0.832	0.689	9968	True
GO:0009966	regulation_of_signal_transduction	6.653	null	null	2.879	-2.336	0.789	0.765	9968	True
GO:1900077	negative_regulation_of_cellular_response_to_insulin_stimulus	0.22	null	null	1.415	-1.821	0.84	0.916	9968	True
GO:0097352	autophagosome_maturation	0.185	-4.551	-2.817	1.342	-1.821	0.907	0.192	-1	False
GO:1901700	response_to_oxygen-containing_compound	2.758	0.241	-7.047	2.497	-1.988	0.958	0.204	-1	False
GO:0007028	cytoplasm_organization	0.493	-6.932	-1.455	1.756	-3.125	0.904	0.21	-1	False
GO:0007040	lysosome_organization	0.15	-6.044	-3.599	1.255	-1.917	0.887	0.211	-1	False
GO:0080171	lytic_vacuole_organization	0.15	null	null	1.255	-1.917	0.887	0.83	7040	True
GO:0001738	morphogenesis_of_a_polarized_epithelium	0.775	-0.399	6.651	1.949	-2.688	0.841	0.219	-1	False
GO:0048518	positive_regulation_of_biological_process	15.615	4.145	-1.496	3.249	-2.796	0.868	0.227	-1	False
GO:0032436	positive_regulation_of_proteasomal_ubiquitin-dependent_protein_catabolic_process	0.414	6.243	-0.581	1.681	-1.708	0.891	0.241	-1	False
GO:0065008	regulation_of_biological_quality	12.02	2.995	-1.703	3.135	-1.766	0.893	0.251	-1	False
GO:0051128	regulation_of_cellular_component_organization	6.785	4.632	-2.249	2.887	-2.253	0.874	0.267	-1	False
GO:0007169	transmembrane_receptor_protein_tyrosine_kinase_signaling_pathway	1.084	2.029	-5.035	2.093	-2.338	0.833	0.298	-1	False
GO:0007259	receptor_signaling_pathway_via_JAK-STAT	0.079	null	null	1	-1.725	0.865	0.531	7169	True
GO:0097696	receptor_signaling_pathway_via_STAT	0.079	null	null	1	-1.725	0.865	0.531	7169	True
GO:0000226	microtubule_cytoskeleton_organization	3.102	-5.899	-2.801	2.548	-1.912	0.841	0.312	-1	False
GO:0000132	establishment_of_mitotic_spindle_orientation	0.194	null	null	1.362	-1.891	0.753	0.63	226	True
GO:0051653	spindle_localization	0.317	null	null	1.568	-1.708	0.886	0.636	226	True
GO:0051294	establishment_of_spindle_orientation	0.247	null	null	1.462	-1.8	0.748	0.941	226	True
GO:0040001	establishment_of_mitotic_spindle_localization	0.247	null	null	1.462	-1.78	0.8	0.96	226	True
