TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0007033	vacuole organization	0.456	-0.993	-6.751	1.724	-4.056	0.913	0.000	-1	False
GO:0008340	determination of adult lifespan	1.463	6.301	5.250	2.225	-1.322	0.940	0.000	-1	False
GO:0010259	multicellular organism aging	1.498	null	null	2.236	-1.312	0.940	0.974	8340	True
GO:0015809	arginine transport	0.035	-4.864	-3.303	0.699	-3.420	0.986	0.000	-1	False
GO:0061723	glycophagy	0.096	-3.193	5.617	1.079	-2.380	0.808	0.020	-1	False
GO:0044804	autophagy of nucleus	0.105	null	null	1.114	-2.342	0.817	0.658	61723	True
GO:0000422	autophagy of mitochondrion	0.228	null	null	1.431	-2.024	0.782	0.702	61723	True
GO:0051453	regulation of intracellular pH	0.202	-5.342	2.280	1.380	-2.007	0.917	0.022	-1	False
GO:0033554	cellular response to stress	4.862	6.155	-2.386	2.745	-2.204	0.647	0.030	-1	False
GO:0009267	cellular response to starvation	0.736	null	null	1.929	-1.624	0.534	0.519	33554	True
GO:0006979	response to oxidative stress	1.183	null	null	2.134	-1.510	0.732	0.552	33554	True
GO:0007165	signal transduction	10.846	null	null	3.093	-1.420	0.587	0.606	33554	True
GO:0042594	response to starvation	1.332	null	null	2.185	-1.400	0.576	0.899	33554	True
GO:0031668	cellular response to extracellular stimulus	0.806	null	null	1.968	-1.597	0.574	0.967	33554	True
GO:0031667	response to nutrient levels	1.481	null	null	2.230	-1.343	0.622	0.970	33554	True
GO:0031669	cellular response to nutrient levels	0.789	null	null	1.959	-1.610	0.574	0.980	33554	True
GO:0046328	regulation of JNK cascade	0.569	1.641	4.914	1.820	-1.741	0.730	0.090	-1	False
GO:0043408	regulation of MAPK cascade	1.156	null	null	2.124	-1.505	0.760	0.701	46328	True
GO:0080135	regulation of cellular response to stress	1.086	null	null	2.097	-1.485	0.759	0.728	46328	True
GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.605	null	null	1.845	-1.732	0.735	0.871	46328	True
GO:0032872	regulation of stress-activated MAPK cascade	0.596	null	null	1.839	-1.732	0.729	0.987	46328	True
GO:0007034	vacuolar transport	0.534	-4.949	-1.887	1.792	-1.917	0.959	0.229	-1	False
GO:0007040	lysosome organization	0.149	0.304	-7.233	1.255	-2.217	0.847	0.263	-1	False
GO:0000045	autophagosome assembly	0.263	null	null	1.491	-1.959	0.734	0.862	7040	True
GO:1905037	autophagosome organization	0.289	null	null	1.531	-1.930	0.733	0.911	7040	True
GO:0071496	cellular response to external stimulus	0.867	5.694	-4.007	2.000	-1.554	0.720	0.285	-1	False
GO:0009991	response to extracellular stimulus	1.498	null	null	2.236	-1.336	0.706	0.515	71496	True
GO:0007219	Notch signaling pathway	0.403	4.754	-1.032	1.672	-1.343	0.691	0.372	-1	False
GO:0007254	JNK cascade	0.166	6.045	-1.003	1.301	-1.667	0.625	0.437	-1	False
GO:0031098	stress-activated protein kinase signaling cascade	0.202	null	null	1.380	-1.572	0.643	0.511	7254	True
GO:0000165	MAPK cascade	0.315	null	null	1.568	-1.433	0.666	0.538	7254	True
GO:0051403	stress-activated MAPK cascade	0.193	null	null	1.362	-1.645	0.621	0.979	7254	True
GO:0008593	regulation of Notch signaling pathway	0.578	1.384	4.174	1.826	-1.420	0.801	0.489	-1	False
