TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0008078	mesodermal_cell_migration	0.176	-6.182	1.702	1.322	-1.473	0.902	0.000	-1	False
GO:0007509	mesoderm_migration_involved_in_gastrulation	0.097	null	null	1.079	-1.596	0.847	0.635	8078	True
GO:0042074	cell_migration_involved_in_gastrulation	0.150	null	null	1.255	-1.439	0.853	0.723	8078	True
GO:0010224	response_to_UV-B	0.009	-3.403	-3.416	0.301	-2.245	0.906	0.000	-1	False
GO:0045128	negative_regulation_of_reciprocal_meiotic_recombination	0.035	-1.894	6.061	0.699	-2.545	0.877	0.000	-1	False
GO:0031573	intra-S_DNA_damage_checkpoint	0.070	null	null	0.954	-1.596	0.698	0.613	45128	True
GO:0097502	mannosylation	0.238	-5.858	-0.902	1.447	-2.900	0.818	0.000	-1	False
GO:0035269	protein_O-linked_mannosylation	0.115	null	null	1.146	-1.704	0.708	0.692	97502	True
GO:0006493	protein_O-linked_glycosylation	0.344	null	null	1.602	-2.900	0.700	0.757	97502	True
GO:0035268	protein_mannosylation	0.123	null	null	1.176	-1.646	0.706	0.895	97502	True
GO:0007465	R7_cell_fate_commitment	0.220	4.237	-5.713	1.415	-1.350	0.915	0.016	-1	False
GO:0006506	GPI_anchor_biosynthetic_process	0.308	4.464	5.532	1.556	-2.854	0.750	0.085	-1	False
GO:0034477	U6_snRNA_3'-end_processing	0.009	7.188	1.182	0.301	-2.545	0.802	0.113	-1	False
GO:0072331	signal_transduction_by_p53_class_mediator	0.053	-0.927	-5.435	0.845	-1.596	0.815	0.129	-1	False
GO:0006109	regulation_of_carbohydrate_metabolic_process	0.220	-3.129	4.390	1.415	-1.324	0.925	0.200	-1	False
GO:0006311	meiotic_gene_conversion	0.129	5.539	0.133	1.176	-2.545	0.689	0.258	-1	False
GO:0036297	interstrand_cross-link_repair	0.150	null	null	1.255	-1.704	0.600	0.535	6311	True
GO:0006270	DNA_replication_initiation	0.220	null	null	1.415	-1.439	0.666	0.557	6311	True
GO:0006298	mismatch_repair	0.115	null	null	1.146	-1.510	0.606	0.595	6311	True
GO:0006301	postreplication_repair	0.123	null	null	1.176	-1.596	0.604	0.598	6311	True
GO:0008069	dorsal/ventral_axis_specification_ovarian_follicular_epithelium	0.132	5.039	-4.507	1.204	-1.510	0.872	0.305	-1	False
GO:0009953	dorsal/ventral_pattern_formation	1.287	null	null	2.167	-1.351	0.924	0.561	8069	True
GO:0070940	dephosphorylation_of_RNA_polymerase_II_C-terminal_domain	0.026	1.214	5.644	0.602	-2.070	0.782	0.321	-1	False
GO:0032353	negative_regulation_of_hormone_biosynthetic_process	0.035	-1.521	6.938	0.699	-2.545	0.901	0.323	-1	False
GO:0090503	RNA_phosphodiester_bond_hydrolysis_exonucleolytic	0.247	6.494	1.966	1.462	-1.350	0.776	0.327	-1	False
GO:0007175	negative_regulation_of_epidermal_growth_factor-activated_receptor_activity	0.026	-2.810	6.151	0.602	-2.070	0.903	0.329	-1	False
GO:0006422	aspartyl-tRNA_aminoacylation	0.009	5.850	3.486	0.301	-2.245	0.746	0.361	-1	False
GO:0042771	intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage_by_p53_class_mediator	0.035	-0.351	-5.392	0.699	-1.704	0.702	0.425	-1	False
GO:0008630	intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage	0.123	null	null	1.176	-1.439	0.690	0.864	42771	True
GO:0072332	intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator	0.044	null	null	0.778	-1.646	0.763	0.962	42771	True
GO:0043570	maintenance_of_DNA_repeat_elements	0.026	5.267	1.074	0.602	-2.070	0.750	0.472	-1	False
GO:0010165	response_to_X-ray	0.070	-2.875	-3.739	0.954	-1.596	0.896	0.494	-1	False
GO:0002949	tRNA_threonylcarbamoyladenosine_modification	0.026	5.560	2.909	0.602	-2.245	0.761	0.497	-1	False
