TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0010225	response_to_UV-C	0.009	4.639	4.327	0.301	-1.700	0.983	0.000	-1	False
GO:0016567	protein_ubiquitination	2.229	-2.724	4.941	2.405	-4.161	0.862	0.000	-1	False
GO:0051865	protein_autoubiquitination	0.132	null	null	1.204	-1.575	0.887	0.690	16567	True
GO:0000209	protein_polyubiquitination	0.872	null	null	2.000	-2.095	0.871	0.842	16567	True
GO:0031503	protein-containing_complex_localization	0.793	-7.267	-1.221	1.959	-2.660	0.884	0.000	-1	False
GO:1902683	regulation_of_receptor_localization_to_synapse	0.018	0.950	-0.028	0.477	-1.700	0.918	0.000	-1	False
GO:1902473	regulation_of_protein_localization_to_synapse	0.018	null	null	0.477	-1.700	0.939	0.529	1902683	True
GO:1902474	positive_regulation_of_protein_localization_to_synapse	0.009	null	null	0.301	-1.700	0.914	0.961	1902683	True
GO:1902685	positive_regulation_of_receptor_localization_to_synapse	0.009	null	null	0.301	-1.700	0.914	0.961	1902683	True
GO:0010458	exit_from_mitosis	0.035	-2.721	-4.901	0.699	-1.797	0.947	0.017	-1	False
GO:0016322	neuron_remodeling	0.379	1.736	-6.382	1.643	-1.960	0.880	0.021	-1	False
GO:0042551	neuron_maturation	0.397	null	null	1.663	-1.926	0.880	0.755	16322	True
GO:1900744	regulation_of_p38MAPK_cascade	0.018	5.661	-2.019	0.477	-1.700	0.947	0.070	-1	False
GO:1900037	regulation_of_cellular_response_to_hypoxia	0.035	null	null	0.699	-1.404	0.954	0.538	1900744	True
GO:0046622	positive_regulation_of_organ_growth	0.256	-5.913	6.020	1.477	-1.514	0.962	0.083	-1	False
GO:1902321	methyl-branched_fatty_acid_biosynthetic_process	0.009	2.579	6.193	0.301	-1.700	0.922	0.095	-1	False
GO:0097017	renal_protein_absorption	0.018	1.960	1.908	0.477	-1.404	0.947	0.111	-1	False
GO:0070293	renal_absorption	0.018	null	null	0.477	-1.404	0.947	0.716	97017	True
GO:0097298	regulation_of_nucleus_size	0.018	-1.271	-6.011	0.477	-1.404	0.945	0.133	-1	False
GO:0097753	membrane_bending	0.026	-4.109	-6.566	0.602	-1.404	0.959	0.137	-1	False
GO:0009744	response_to_sucrose	0.185	5.473	2.673	1.342	-1.514	0.943	0.139	-1	False
GO:0009743	response_to_carbohydrate	0.326	null	null	1.580	-1.310	0.950	0.581	9744	True
GO:0034285	response_to_disaccharide	0.203	null	null	1.380	-1.457	0.943	0.914	9744	True
GO:0090615	mitochondrial_mRNA_processing	0.035	-1.499	6.785	0.699	-2.638	0.838	0.145	-1	False
GO:0140040	mitochondrial_polycistronic_RNA_processing	0.009	null	null	0.301	-1.700	0.849	0.774	90615	True
GO:0015742	alpha-ketoglutarate_transport	0.035	-7.676	0.671	0.699	-1.700	0.854	0.195	-1	False
GO:0071423	malate_transmembrane_transport	0.088	null	null	1.041	-1.404	0.834	0.820	15742	True
GO:0015743	malate_transport	0.088	null	null	1.041	-1.404	0.845	0.915	15742	True
GO:0008295	spermidine_biosynthetic_process	0.018	0.261	6.099	0.477	-1.404	0.847	0.211	-1	False
GO:0006597	spermine_biosynthetic_process	0.018	null	null	0.477	-1.404	0.847	0.894	8295	True
GO:0008215	spermine_metabolic_process	0.018	null	null	0.477	-1.404	0.853	0.894	8295	True
GO:0008216	spermidine_metabolic_process	0.018	null	null	0.477	-1.404	0.853	0.894	8295	True
GO:0072348	sulfur_compound_transport	0.247	-5.924	-0.168	1.462	-1.797	0.903	0.230	-1	False
GO:0042255	ribosome_assembly	0.485	-2.527	-6.749	1.748	-1.531	0.957	0.234	-1	False
