TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0003810	protein-glutamine_gamma-glutamyltransferase_activity	0.009	6.044	0.254	0.301	-2.347	0.864	0.000	-1	False
GO:0005118	sevenless_binding	0.035	-4.577	-1.422	0.699	-1.870	0.887	0.000	-1	False
GO:0008226	tyramine_receptor_activity	0.027	2.261	5.831	0.602	-2.046	0.998	0.011	-1	False
GO:0003677	DNA_binding	8.891	-2.937	4.259	3.001	-2.569	0.944	0.058	-1	False
GO:0042169	SH2_domain_binding	0.053	-4.067	-4.539	0.845	-1.650	0.778	0.147	-1	False
GO:0017124	SH3_domain_binding	0.169	null	null	1.301	-1.354	0.772	0.690	42169	True
GO:0031593	polyubiquitin_modification-dependent_protein_binding	0.142	-2.114	-6.745	1.230	-1.506	0.879	0.162	-1	False
GO:0000033	alpha-1,3-mannosyltransferase_activity	0.018	6.200	-2.911	0.477	-2.046	0.751	0.207	-1	False
GO:0004576	oligosaccharyl_transferase_activity	0.018	5.555	-3.886	0.477	-1.870	0.751	0.498	-1	False
GO:0004579	dolichyl-diphosphooligosaccharide-protein_glycotransferase_activity	0.018	5.246	-2.834	0.477	-1.870	0.751	0.498	-1	False
