TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0003824	catalytic_activity	36.797	-4.195	-6.717	3.618	-5.119	1.000	0.000	-1	False
GO:0015643	toxic_substance_binding	0.009	5.963	-2.184	0.301	-1.825	0.987	0.000	-1	False
GO:0015662	ion_transmembrane_transporter_activity_phosphorylative_mechanism	0.071	-1.533	7.101	0.954	-2.130	0.895	0.000	-1	False
GO:0008556	potassium_transmembrane_transporter_activity_phosphorylative_mechanism	0.018	null	null	0.477	-1.825	0.884	0.704	15662	True
GO:0019829	ATPase-coupled_cation_transmembrane_transporter_activity	0.346	null	null	1.602	-1.495	0.882	0.866	15662	True
GO:0008554	P-type_sodium_transporter_activity	0.133	null	null	1.204	-1.825	0.875	0.950	15662	True
GO:0016779	nucleotidyltransferase_activity	0.816	-5.997	-1.606	1.968	-3.495	0.651	0.000	-1	False
GO:0003887	DNA-directed_DNA_polymerase_activity	0.080	null	null	1.000	-1.954	0.631	0.508	16779	True
GO:0009931	calcium-dependent_protein_serine/threonine_kinase_activity	0.089	null	null	1.041	-1.354	0.672	0.513	16779	True
GO:0010857	calcium-dependent_protein_kinase_activity	0.089	null	null	1.041	-1.354	0.672	0.535	16779	True
GO:0051575	5'-deoxyribose-5-phosphate_lyase_activity	0.018	null	null	0.477	-1.527	0.806	0.556	16779	True
GO:0003983	UTP:glucose-1-phosphate_uridylyltransferase_activity	0.009	null	null	0.301	-1.825	0.690	0.579	16779	True
GO:0004605	phosphatidate_cytidylyltransferase_activity	0.018	null	null	0.477	-1.527	0.688	0.605	16779	True
GO:0070569	uridylyltransferase_activity	0.044	null	null	0.778	-1.527	0.672	0.642	16779	True
GO:0070567	cytidylyltransferase_activity	0.053	null	null	0.845	-1.354	0.668	0.650	16779	True
GO:0004089	carbonate_dehydratase_activity	0.142	null	null	1.230	-1.527	0.817	0.690	16779	True
GO:0016835	carbon-oxygen_lyase_activity	0.515	null	null	1.771	-1.341	0.806	0.724	16779	True
GO:0034061	DNA_polymerase_activity	0.080	null	null	1.000	-1.954	0.631	0.769	16779	True
GO:0051748	UTP-monosaccharide-1-phosphate_uridylyltransferase_activity	0.009	null	null	0.301	-1.825	0.690	0.827	16779	True
GO:0005500	juvenile_hormone_binding	0.009	4.250	4.678	0.301	-1.527	0.972	0.032	-1	False
GO:0051019	mitogen-activated_protein_kinase_binding	0.053	0.643	-6.230	0.845	-1.527	0.938	0.036	-1	False
GO:0019900	kinase_binding	0.896	null	null	2.009	-1.356	0.937	0.519	51019	True
GO:0036313	phosphatidylinositol_3-kinase_catalytic_subunit_binding	0.018	null	null	0.477	-1.527	0.941	0.578	51019	True
GO:0008494	translation_activator_activity	0.053	5.401	0.506	0.845	-1.527	0.977	0.040	-1	False
GO:0003707	steroid_hormone_receptor_activity	0.035	-1.987	-7.094	0.699	-1.527	0.988	0.087	-1	False
GO:0004345	glucose-6-phosphate_dehydrogenase_activity	0.018	1.245	6.814	0.477	-1.825	0.890	0.094	-1	False
GO:0004825	methionine-tRNA_ligase_activity	0.018	1.054	2.589	0.477	-1.354	0.830	0.094	-1	False
GO:0061929	gamma-glutamylaminecyclotransferase_activity	0.018	0.703	-0.726	0.477	-1.825	0.842	0.094	-1	False
GO:0004177	aminopeptidase_activity	0.382	-5.235	4.105	1.643	-1.748	0.781	0.122	-1	False
GO:0008238	exopeptidase_activity	0.816	null	null	1.968	-1.376	0.769	0.537	4177	True
GO:0035255	ionotropic_glutamate_receptor_binding	0.009	3.043	-4.629	0.301	-1.527	0.948	0.135	-1	False
GO:0016740	transferase_activity	12.032	-4.552	1.259	3.133	-4.959	0.817	0.182	-1	False
