TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	0.026	-5.321	-1.885	0.602	-2.420	0.503	0.000	-1	False
GO:0052742	phosphatidylinositol kinase activity	0.053	null	null	0.845	-1.646	0.543	0.717	46934	True
GO:0016303	1-phosphatidylinositol-3-kinase activity	0.026	null	null	0.602	-1.943	0.503	1.000	46934	True
GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	0.026	null	null	0.602	-2.119	0.503	1.000	46934	True
GO:0070883	pre-miRNA binding	0.018	3.336	5.839	0.477	-2.119	0.981	0.000	-1	False
GO:0019904	protein domain specific binding	0.777	3.444	-4.650	1.949	-1.676	0.929	0.044	-1	False
GO:0003924	GTPase activity	1.316	-3.910	5.093	2.176	-2.377	0.774	0.105	-1	False
GO:0032794	GTPase activating protein binding	0.053	5.270	0.518	0.845	-1.646	0.938	0.180	-1	False
GO:0051219	phosphoprotein binding	0.150	4.960	-3.898	1.255	-1.580	0.934	0.196	-1	False
GO:0017124	SH3 domain binding	0.168	4.738	-1.720	1.301	-1.427	0.934	0.198	-1	False
GO:0019776	Atg8 ligase activity	0.026	-3.757	-5.788	0.602	-2.119	0.790	0.230	-1	False
GO:0016443	bidentate ribonuclease III activity	0.018	-2.350	5.288	0.477	-2.119	0.711	0.241	-1	False
GO:0004530	deoxyribonuclease I activity	0.018	null	null	0.477	-2.119	0.703	0.697	16443	True
GO:0004438	phosphatidylinositol-3-phosphatase activity	0.079	-4.543	1.660	1.000	-1.646	0.548	0.372	-1	False
GO:0052866	phosphatidylinositol phosphate phosphatase activity	0.159	null	null	1.279	-1.350	0.563	0.590	4438	True
GO:0052744	phosphatidylinositol monophosphate phosphatase activity	0.088	null	null	1.041	-1.646	0.546	0.908	4438	True
GO:0004705	JUN kinase activity	0.009	-4.590	-2.908	0.301	-2.420	0.634	0.397	-1	False
GO:0004676	3-phosphoinositide-dependent protein kinase activity	0.009	-5.487	-2.884	0.301	-2.420	0.634	0.440	-1	False
