TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0000972	transcription-dependent_tethering_of_RNA_polymerase_II_gene_DNA_at_nuclear_periphery	0.053	3.780	5.381	0.845	-2.745	0.923	0.000	-1	False
GO:0007443	Malpighian_tubule_morphogenesis	0.379	0.351	-4.721	1.643	-3.398	0.879	0.000	-1	False
GO:0001737	establishment_of_imaginal_disc-derived_wing_hair_orientation	0.203	null	null	1.380	-1.537	0.823	0.526	7443	True
GO:0007560	imaginal_disc_morphogenesis	3.349	null	null	2.581	-2.668	0.842	0.690	7443	True
GO:0035220	wing_disc_development	3.216	null	null	2.563	-2.175	0.859	0.853	7443	True
GO:0007476	imaginal_disc-derived_wing_morphogenesis	2.282	null	null	2.415	-1.936	0.840	0.915	7443	True
GO:0007472	wing_disc_morphogenesis	2.388	null	null	2.435	-1.886	0.847	0.921	7443	True
GO:0035120	post-embryonic_appendage_morphogenesis	2.688	null	null	2.486	-2.086	0.860	0.941	7443	True
GO:0035114	imaginal_disc-derived_appendage_morphogenesis	2.767	null	null	2.498	-2.028	0.873	0.967	7443	True
GO:0045732	positive_regulation_of_protein_catabolic_process	0.723	6.135	-0.313	1.919	-2.860	0.794	0.000	-1	False
GO:1903061	positive_regulation_of_protein_lipidation	0.018	null	null	0.477	-1.951	0.807	0.523	45732	True
GO:0007256	activation_of_JNKK_activity	0.026	null	null	0.602	-1.478	0.712	0.539	45732	True
GO:0032270	positive_regulation_of_cellular_protein_metabolic_process	2.450	null	null	2.446	-1.503	0.774	0.822	45732	True
GO:0032436	positive_regulation_of_proteasomal_ubiquitin-dependent_protein_catabolic_process	0.414	null	null	1.681	-1.472	0.797	0.897	45732	True
GO:2000060	positive_regulation_of_ubiquitin-dependent_protein_catabolic_process	0.449	null	null	1.716	-1.412	0.795	0.954	45732	True
GO:0050747	positive_regulation_of_lipoprotein_metabolic_process	0.018	null	null	0.477	-1.951	0.820	1.000	45732	True
GO:1903059	regulation_of_protein_lipidation	0.018	null	null	0.477	-1.951	0.830	1.000	45732	True
GO:0042817	pyridoxal_metabolic_process	0.009	-3.023	6.627	0.301	-1.951	0.949	0.012	-1	False
GO:0006117	acetaldehyde_metabolic_process	0.044	null	null	0.778	-1.478	0.966	0.725	42817	True
GO:0006405	RNA_export_from_nucleus	0.502	-4.430	-5.591	1.763	-2.389	0.954	0.015	-1	False
GO:0051304	chromosome_separation	0.194	-4.861	6.015	1.362	-1.894	0.949	0.017	-1	False
GO:0051306	mitotic_sister_chromatid_separation	0.044	null	null	0.778	-1.384	0.892	0.596	51304	True
GO:1902683	regulation_of_receptor_localization_to_synapse	0.018	5.322	-4.976	0.477	-1.951	0.909	0.089	-1	False
GO:1902473	regulation_of_protein_localization_to_synapse	0.018	null	null	0.477	-1.951	0.921	0.529	1902683	True
GO:1902474	positive_regulation_of_protein_localization_to_synapse	0.009	null	null	0.301	-1.951	0.887	0.961	1902683	True
GO:1902685	positive_regulation_of_receptor_localization_to_synapse	0.009	null	null	0.301	-1.951	0.887	0.961	1902683	True
GO:1905936	regulation_of_germ_cell_proliferation	0.018	3.233	-6.549	0.477	-1.951	0.929	0.089	-1	False
GO:1905938	positive_regulation_of_germ_cell_proliferation	0.009	null	null	0.301	-1.951	0.905	0.502	1905936	True
GO:0046782	regulation_of_viral_transcription	0.065	4.199	-5.452	0.903	-1.951	0.923	0.099	-1	False
GO:0032897	negative_regulation_of_viral_transcription	0.035	null	null	0.699	-1.951	0.918	0.906	46782	True
