GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0016049	cell growth	117	7	0.49	1	0.00880	2.9e-07	Biological Process
GO:0045666	positive regulation of neuron differenti...	57	5	0.24	9	0.01214	2.8e-06	Biological Process
GO:0050769	positive regulation of neurogenesis	71	5	0.3	16	0.01994	8.5e-06	Biological Process
GO:0009799	specification of symmetry	12	3	0.05	20	0.02260	1.4e-05	Biological Process
GO:0009855	determination of bilateral symmetry	12	3	0.05	21	0.02260	1.4e-05	Biological Process
GO:0007166	cell surface receptor signaling pathway	517	10	2.16	25	0.01222	1.7e-05	Biological Process
GO:0010720	positive regulation of cell development	91	5	0.38	30	0.03308	2.9e-05	Biological Process
GO:0045597	positive regulation of cell differentiat...	96	5	0.4	33	0.03697	3.7e-05	Biological Process
GO:0009607	response to biotic stimulus	244	7	1.02	35	0.01841	3.9e-05	Biological Process
GO:0043207	response to external biotic stimulus	244	7	1.02	36	0.01841	3.9e-05	Biological Process
GO:0051707	response to other organism	244	7	1.02	37	0.01841	3.9e-05	Biological Process
GO:0051962	positive regulation of nervous system de...	103	5	0.43	48	0.04354	5.2e-05	Biological Process
GO:0007254	JNK cascade	57	4	0.24	57	0.00132	7.8e-05	Biological Process
GO:0006915	apoptotic process	209	6	0.87	73	0.00109	0.00016	Biological Process
GO:0045793	positive regulation of cell size	30	3	0.13	84	0.00024	0.00024	Biological Process
GO:0071907	determination of digestive tract left/ri...	6	2	0.03	86	0.00025	0.00025	Biological Process
GO:0008258	head involution	31	3	0.13	89	0.00026	0.00026	Biological Process
GO:0007034	vacuolar transport	32	3	0.13	92	0.04483	0.00029	Biological Process
GO:0051897	positive regulation of protein kinase B ...	7	2	0.03	102	0.00035	0.00035	Biological Process
GO:0048682	sprouting of injured axon	7	2	0.03	103	0.01979	0.00035	Biological Process
GO:0043902	positive regulation of multi-organism pr...	35	3	0.15	105	0.00742	0.00038	Biological Process
GO:0007394	dorsal closure, elongation of leading ed...	8	2	0.03	114	0.00046	0.00046	Biological Process
GO:0080134	regulation of response to stress	166	5	0.69	116	0.02049	0.00050	Biological Process
GO:0046843	dorsal appendage formation	39	3	0.16	118	0.00052	0.00052	Biological Process
GO:0009615	response to virus	40	3	0.17	119	0.02272	0.00057	Biological Process
GO:0090303	positive regulation of wound healing	9	2	0.04	120	0.00059	0.00059	Biological Process
GO:0007163	establishment or maintenance of cell pol...	173	5	0.72	123	0.00417	0.00060	Biological Process
GO:0030307	positive regulation of cell growth	41	3	0.17	124	0.00061	0.00061	Biological Process
