GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0016236	macroautophagy	71	2	0.04	1	0.0238	0.00053	Biological Process
GO:0043900	regulation of multi-organism process	97	2	0.06	2	0.0358	0.00099	Biological Process
GO:0045849	negative regulation of nurse cell apopto...	2	1	0	3	0.0011	0.00114	Biological Process
GO:0006914	autophagy	138	2	0.08	6	0.0488	0.00201	Biological Process
GO:0061919	process utilizing autophagic mechanism	138	2	0.08	7	0.0488	0.00201	Biological Process
GO:0016242	negative regulation of macroautophagy	8	1	0	8	0.0045	0.00455	Biological Process
GO:0002804	positive regulation of antifungal peptid...	8	1	0	12	0.0045	0.00455	Biological Process
GO:0046854	phosphatidylinositol phosphorylation	10	1	0.01	13	0.0057	0.00569	Biological Process
GO:0050830	defense response to Gram-positive bacter...	11	1	0.01	18	0.0063	0.00625	Biological Process
GO:0008333	endosome to lysosome transport	12	1	0.01	20	0.0068	0.00682	Biological Process
GO:0007165	signal transduction	1028	3	0.59	21	0.0074	0.00741	Biological Process
GO:0097352	autophagosome maturation	20	1	0.01	25	0.0113	0.01135	Biological Process
GO:0008063	Toll signaling pathway	32	1	0.02	37	0.0181	0.01812	Biological Process
GO:0043902	positive regulation of multi-organism pr...	35	1	0.02	42	0.0198	0.01980	Biological Process
GO:0032984	protein-containing complex disassembly	60	1	0.03	64	0.0338	0.03379	Biological Process
GO:0000209	protein polyubiquitination	63	1	0.04	66	0.0355	0.03546	Biological Process
GO:0009267	cellular response to starvation	63	1	0.04	67	0.0355	0.03546	Biological Process
GO:0031669	cellular response to nutrient levels	65	1	0.04	69	0.0366	0.03657	Biological Process
GO:0031668	cellular response to extracellular stimu...	67	1	0.04	71	0.0377	0.03768	Biological Process
GO:0007286	spermatid development	68	1	0.04	72	0.0382	0.03823	Biological Process
GO:0071496	cellular response to external stimulus	74	1	0.04	76	0.0416	0.04156	Biological Process
GO:0048515	spermatid differentiation	74	1	0.04	77	0.0416	0.04156	Biological Process
GO:0000285	1-phosphatidylinositol-3-phosphate 5-kin...	1	1	0	1	0.00071	0.00071	Molecular Function
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kin...	3	1	0	2	0.00214	0.00214	Molecular Function
GO:0061631	ubiquitin conjugating enzyme activity	4	1	0	3	0.00285	0.00285	Molecular Function
GO:0005121	Toll binding	8	1	0.01	6	0.00569	0.00569	Molecular Function
GO:0005546	phosphatidylinositol-4,5-bisphosphate bi...	9	1	0.01	7	0.00640	0.00640	Molecular Function
GO:0012506	vesicle membrane	48	1	0.03	1	0.030	0.030	Cellular Component
