GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0097502	mannosylation	19	2	0.06	8	0.0014	0.00144	Biological Process
GO:0006506	GPI anchor biosynthetic process	20	2	0.06	9	0.0016	0.00159	Biological Process
GO:0045128	negative regulation of reciprocal meioti...	1	1	0	16	0.0030	0.00304	Biological Process
GO:0006311	meiotic gene conversion	1	1	0	18	0.0030	0.00304	Biological Process
GO:0034477	U6 snRNA 3'-end processing	1	1	0	19	0.0030	0.00304	Biological Process
GO:0032353	negative regulation of hormone biosynthe...	1	1	0	22	0.0030	0.00304	Biological Process
GO:0010224	response to UV-B	2	1	0.01	31	0.0061	0.00607	Biological Process
GO:0002949	tRNA threonylcarbamoyladenosine modifica...	2	1	0.01	32	0.0061	0.00607	Biological Process
GO:0006422	aspartyl-tRNA aminoacylation	2	1	0.01	33	0.0061	0.00607	Biological Process
GO:0033628	regulation of cell adhesion mediated by ...	3	1	0.01	41	0.0091	0.00909	Biological Process
GO:0070940	dephosphorylation of RNA polymerase II C...	3	1	0.01	42	0.0091	0.00909	Biological Process
GO:0007175	negative regulation of epidermal growth ...	3	1	0.01	43	0.0091	0.00909	Biological Process
GO:0043570	maintenance of DNA repeat elements	3	1	0.01	44	0.0091	0.00909	Biological Process
GO:0016266	O-glycan processing	4	1	0.01	48	0.0121	0.01210	Biological Process
GO:0042771	intrinsic apoptotic signaling pathway in...	7	1	0.02	64	0.0211	0.02108	Biological Process
GO:0036297	interstrand cross-link repair	7	1	0.02	65	0.0211	0.02108	Biological Process
GO:0035269	protein O-linked mannosylation	7	1	0.02	66	0.0211	0.02108	Biological Process
GO:0072332	intrinsic apoptotic signaling pathway by...	8	1	0.02	69	0.0241	0.02406	Biological Process
GO:0035268	protein mannosylation	8	1	0.02	70	0.0241	0.02406	Biological Process
GO:0070278	extracellular matrix constituent secreti...	8	1	0.02	71	0.0241	0.02406	Biological Process
GO:0072331	signal transduction by p53 class mediato...	9	1	0.03	74	0.0270	0.02703	Biological Process
GO:0007509	mesoderm migration involved in gastrulat...	9	1	0.03	75	0.0270	0.02703	Biological Process
GO:0009312	oligosaccharide biosynthetic process	9	1	0.03	76	0.0270	0.02703	Biological Process
GO:0010165	response to X-ray	9	1	0.03	77	0.0270	0.02703	Biological Process
GO:0006301	postreplication repair	9	1	0.03	78	0.0270	0.02703	Biological Process
GO:0031573	intra-S DNA damage checkpoint	9	1	0.03	79	0.0270	0.02703	Biological Process
GO:0008069	dorsal/ventral axis specification, ovari...	11	1	0.03	85	0.0329	0.03294	Biological Process
GO:0006298	mismatch repair	11	1	0.03	86	0.0329	0.03294	Biological Process
GO:0008078	mesodermal cell migration	12	1	0.04	89	0.0359	0.03588	Biological Process
GO:0005975	carbohydrate metabolic process	104	2	0.32	90	0.0387	0.03869	Biological Process
GO:0006270	DNA replication initiation	13	1	0.04	91	0.0388	0.03882	Biological Process
GO:0008630	intrinsic apoptotic signaling pathway in...	13	1	0.04	92	0.0388	0.03882	Biological Process
GO:0042074	cell migration involved in gastrulation	13	1	0.04	93	0.0388	0.03882	Biological Process
GO:0090503	RNA phosphodiester bond hydrolysis, exon...	16	1	0.05	99	0.0476	0.04757	Biological Process
GO:0007465	R7 cell fate commitment	16	1	0.05	100	0.0476	0.04757	Biological Process
GO:0003824	catalytic activity	1846	13	6.14	1	0.0035	0.00018	Molecular Function
GO:0016758	transferase activity, transferring hexos...	64	3	0.21	2	0.0155	0.00108	Molecular Function
GO:0016757	transferase activity, transferring glyco...	74	3	0.25	3	0.0205	0.00165	Molecular Function
GO:0051267	CP2 mannose-ethanolamine phosphotransfer...	1	1	0	4	0.0033	0.00333	Molecular Function
GO:0004581	dolichyl-phosphate beta-glucosyltransfer...	1	1	0	5	0.0033	0.00333	Molecular Function
GO:0000404	heteroduplex DNA loop binding	1	1	0	6	0.0033	0.00333	Molecular Function
GO:0000406	double-strand/single-strand DNA junction...	1	1	0	7	0.0033	0.00333	Molecular Function
GO:0016740	transferase activity	704	7	2.34	8	0.0363	0.00413	Molecular Function
GO:0032137	guanine/thymine mispair binding	2	1	0.01	11	0.0066	0.00664	Molecular Function
GO:0032138	single base insertion or deletion bindin...	2	1	0.01	12	0.0066	0.00664	Molecular Function
GO:0001784	phosphotyrosine residue binding	2	1	0.01	13	0.0066	0.00664	Molecular Function
GO:0004815	aspartate-tRNA ligase activity	2	1	0.01	14	0.0066	0.00664	Molecular Function
GO:0000403	Y-form DNA binding	3	1	0.01	17	0.0099	0.00995	Molecular Function
GO:0004449	isocitrate dehydrogenase (NAD+) activity	3	1	0.01	18	0.0099	0.00995	Molecular Function
GO:0030971	receptor tyrosine kinase binding	3	1	0.01	19	0.0099	0.00995	Molecular Function
GO:0008420	RNA polymerase II CTD heptapeptide repea...	4	1	0.01	21	0.0132	0.01324	Molecular Function
GO:0004112	cyclic-nucleotide phosphodiesterase acti...	6	1	0.02	25	0.0198	0.01980	Molecular Function
GO:0004114	3',5'-cyclic-nucleotide phosphodiesteras...	6	1	0.02	26	0.0198	0.01980	Molecular Function
GO:0004653	polypeptide N-acetylgalactosaminyltransf...	7	1	0.02	28	0.0231	0.02307	Molecular Function
GO:0061630	ubiquitin protein ligase activity	76	2	0.25	30	0.0254	0.02545	Molecular Function
GO:0000400	four-way junction DNA binding	8	1	0.03	31	0.0263	0.02632	Molecular Function
GO:0061659	ubiquitin-like protein ligase activity	78	2	0.26	32	0.0267	0.02671	Molecular Function
GO:0017124	SH3 domain binding	10	1	0.03	34	0.0328	0.03280	Molecular Function
GO:0016788	hydrolase activity, acting on ester bond...	225	3	0.75	36	0.0354	0.03542	Molecular Function
GO:0003887	DNA-directed DNA polymerase activity	11	1	0.04	37	0.0360	0.03603	Molecular Function
GO:0034061	DNA polymerase activity	11	1	0.04	38	0.0360	0.03603	Molecular Function
GO:0008376	acetylgalactosaminyltransferase activity	12	1	0.04	39	0.0392	0.03924	Molecular Function
GO:0008081	phosphoric diester hydrolase activity	12	1	0.04	40	0.0392	0.03924	Molecular Function
GO:0000175	3'-5'-exoribonuclease activity	13	1	0.04	41	0.0424	0.04245	Molecular Function
GO:0016896	exoribonuclease activity, producing 5'-p...	13	1	0.04	42	0.0424	0.04245	Molecular Function
GO:0004532	exoribonuclease activity	13	1	0.04	43	0.0424	0.04245	Molecular Function
GO:0003684	damaged DNA binding	14	1	0.05	44	0.0456	0.04564	Molecular Function
GO:0000030	mannosyltransferase activity	14	1	0.05	45	0.0456	0.04564	Molecular Function
GO:0042578	phosphoric ester hydrolase activity	109	2	0.36	46	0.0494	0.04937	Molecular Function
GO:0033185	dolichol-phosphate-mannose synthase comp...	1	1	0	1	0.0032	0.0032	Cellular Component
GO:0032302	MutSbeta complex	1	1	0	2	0.0032	0.0032	Cellular Component
GO:0005789	endoplasmic reticulum membrane	115	3	0.37	4	0.0053	0.0053	Cellular Component
GO:0098827	endoplasmic reticulum subcompartment	119	3	0.38	5	0.0058	0.0058	Cellular Component
GO:0000408	EKC/KEOPS complex	2	1	0.01	7	0.0064	0.0064	Cellular Component
GO:0032301	MutSalpha complex	2	1	0.01	8	0.0064	0.0064	Cellular Component
GO:0005658	alpha DNA polymerase:primase complex	3	1	0.01	11	0.0096	0.0096	Cellular Component
GO:0045121	membrane raft	8	1	0.03	16	0.0254	0.0254	Cellular Component
GO:0098857	membrane microdomain	8	1	0.03	17	0.0254	0.0254	Cellular Component
GO:0017101	aminoacyl-tRNA synthetase multienzyme co...	9	1	0.03	18	0.0285	0.0285	Cellular Component
GO:0098589	membrane region	10	1	0.03	19	0.0316	0.0316	Cellular Component
