GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:1905879	regulation of oogenesis	33	4	0.46	1	0.0011	0.0011	Biological Process
GO:0001510	RNA methylation	36	4	0.51	2	0.0015	0.0015	Biological Process
GO:0008049	male courtship behavior	46	4	0.65	4	0.0037	0.0037	Biological Process
GO:0007298	border follicle cell migration	108	6	1.52	5	0.0039	0.0039	Biological Process
GO:0010883	regulation of lipid storage	30	3	0.42	13	0.0082	0.0082	Biological Process
GO:0007043	cell-cell junction assembly	59	4	0.83	15	0.0091	0.0091	Biological Process
GO:2000765	regulation of cytoplasmic translation	11	2	0.15	16	0.0099	0.0099	Biological Process
GO:0018193	peptidyl-amino acid modification	262	9	3.68	17	0.0105	0.0105	Biological Process
GO:0008344	adult locomotory behavior	66	4	0.93	21	0.0134	0.0134	Biological Process
GO:0032482	Rab protein signal transduction	36	3	0.51	22	0.0136	0.0136	Biological Process
GO:0030488	tRNA methylation	13	2	0.18	23	0.0137	0.0137	Biological Process
GO:0007626	locomotory behavior	141	6	1.98	24	0.0138	0.0138	Biological Process
GO:0060099	regulation of phagocytosis, engulfment	1	1	0.01	25	0.0140	0.0140	Biological Process
GO:0046952	ketone body catabolic process	1	1	0.01	26	0.0140	0.0140	Biological Process
GO:0060100	positive regulation of phagocytosis, eng...	1	1	0.01	27	0.0140	0.0140	Biological Process
GO:1903515	calcium ion transport from cytosol to en...	1	1	0.01	28	0.0140	0.0140	Biological Process
GO:0015825	L-serine transport	1	1	0.01	29	0.0140	0.0140	Biological Process
GO:1901896	positive regulation of ATPase-coupled ca...	1	1	0.01	30	0.0140	0.0140	Biological Process
GO:0030710	regulation of border follicle cell delam...	1	1	0.01	31	0.0140	0.0140	Biological Process
GO:0046341	CDP-diacylglycerol metabolic process	1	1	0.01	32	0.0140	0.0140	Biological Process
GO:0006477	protein sulfation	1	1	0.01	33	0.0140	0.0140	Biological Process
GO:0006478	peptidyl-tyrosine sulfation	1	1	0.01	34	0.0140	0.0140	Biological Process
GO:1901569	fatty acid derivative catabolic process	1	1	0.01	35	0.0140	0.0140	Biological Process
GO:0009405	pathogenesis	1	1	0.01	36	0.0140	0.0140	Biological Process
GO:1905153	regulation of membrane invagination	1	1	0.01	37	0.0140	0.0140	Biological Process
GO:1905155	positive regulation of membrane invagina...	1	1	0.01	38	0.0140	0.0140	Biological Process
GO:0016024	CDP-diacylglycerol biosynthetic process	1	1	0.01	39	0.0140	0.0140	Biological Process
GO:0010248	establishment or maintenance of transmem...	1	1	0.01	40	0.0140	0.0140	Biological Process
GO:0032329	serine transport	1	1	0.01	41	0.0140	0.0140	Biological Process
GO:0033135	regulation of peptidyl-serine phosphoryl...	1	1	0.01	42	0.0140	0.0140	Biological Process
GO:0033138	positive regulation of peptidyl-serine p...	1	1	0.01	43	0.0140	0.0140	Biological Process
GO:0097681	double-strand break repair via alternati...	1	1	0.01	44	0.0140	0.0140	Biological Process
GO:0019991	septate junction assembly	38	3	0.53	49	0.0158	0.0158	Biological Process
GO:0120192	tight junction assembly	40	3	0.56	52	0.0181	0.0181	Biological Process
GO:0120193	tight junction organization	40	3	0.56	53	0.0181	0.0181	Biological Process
GO:0051924	regulation of calcium ion transport	15	2	0.21	54	0.0182	0.0182	Biological Process
GO:0007349	cellularization	74	4	1.04	57	0.0197	0.0197	Biological Process
GO:0060249	anatomical structure homeostasis	112	5	1.57	58	0.0200	0.0200	Biological Process
