GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0006265	DNA topological change	5	2	0.03	2	0.00038	0.00038	Biological Process
GO:0009058	biosynthetic process	1576	19	9.87	3	0.04322	0.00084	Biological Process
GO:0009101	glycoprotein biosynthetic process	71	4	0.44	4	0.04538	0.00092	Biological Process
GO:0019991	septate junction assembly	38	3	0.24	5	0.00163	0.00163	Biological Process
GO:0006024	glycosaminoglycan biosynthetic process	10	2	0.06	6	0.00166	0.00166	Biological Process
GO:0009225	nucleotide-sugar metabolic process	11	2	0.07	10	0.00202	0.00202	Biological Process
GO:0015012	heparan sulfate proteoglycan biosyntheti...	13	2	0.08	12	0.00284	0.00284	Biological Process
GO:0045475	locomotor rhythm	53	3	0.33	18	0.00424	0.00424	Biological Process
GO:0006302	double-strand break repair	55	3	0.34	22	0.00471	0.00471	Biological Process
GO:0006310	DNA recombination	59	3	0.37	24	0.00574	0.00574	Biological Process
GO:0006367	transcription initiation from RNA polyme...	60	3	0.38	25	0.00601	0.00601	Biological Process
GO:2000672	negative regulation of motor neuron apop...	1	1	0.01	27	0.00626	0.00626	Biological Process
GO:0042732	D-xylose metabolic process	1	1	0.01	30	0.00626	0.00626	Biological Process
GO:0010248	establishment or maintenance of transmem...	1	1	0.01	31	0.00626	0.00626	Biological Process
GO:0002101	tRNA wobble cytosine modification	1	1	0.01	32	0.00626	0.00626	Biological Process
GO:0010738	regulation of protein kinase A signaling	1	1	0.01	35	0.00626	0.00626	Biological Process
GO:1904812	rRNA acetylation involved in maturation ...	1	1	0.01	36	0.00626	0.00626	Biological Process
GO:0032353	negative regulation of hormone biosynthe...	1	1	0.01	38	0.00626	0.00626	Biological Process
GO:0051391	tRNA acetylation	1	1	0.01	39	0.00626	0.00626	Biological Process
GO:0030710	regulation of border follicle cell delam...	1	1	0.01	40	0.00626	0.00626	Biological Process
GO:0044262	cellular carbohydrate metabolic process	61	3	0.38	41	0.00630	0.00630	Biological Process
GO:0048589	developmental growth	278	6	1.74	43	0.00678	0.00678	Biological Process
GO:0016334	establishment or maintenance of polarity...	22	2	0.14	45	0.00813	0.00813	Biological Process
GO:0016051	carbohydrate biosynthetic process	23	2	0.14	46	0.00887	0.00887	Biological Process
GO:0006790	sulfur compound metabolic process	70	3	0.44	47	0.00922	0.00922	Biological Process
GO:0044264	cellular polysaccharide metabolic proces...	27	2	0.17	52	0.01211	0.01211	Biological Process
GO:0005976	polysaccharide metabolic process	27	2	0.17	53	0.01211	0.01211	Biological Process
GO:0030714	anterior/posterior axis specification, f...	2	1	0.01	54	0.01249	0.01249	Biological Process
GO:0006011	UDP-glucose metabolic process	2	1	0.01	55	0.01249	0.01249	Biological Process
GO:0042276	error-prone translesion synthesis	2	1	0.01	56	0.01249	0.01249	Biological Process
GO:0001661	conditioned taste aversion	2	1	0.01	57	0.01249	0.01249	Biological Process
GO:0035285	appendage segmentation	28	2	0.18	59	0.01299	0.01299	Biological Process
GO:0036011	imaginal disc-derived leg segmentation	28	2	0.18	60	0.01299	0.01299	Biological Process
GO:0009266	response to temperature stimulus	84	3	0.53	63	0.01512	0.01512	Biological Process
GO:0097120	receptor localization to synapse	3	1	0.02	66	0.01868	0.01868	Biological Process
GO:0070940	dephosphorylation of RNA polymerase II C...	3	1	0.02	67	0.01868	0.01868	Biological Process
GO:0006002	fructose 6-phosphate metabolic process	3	1	0.02	68	0.01868	0.01868	Biological Process
GO:0007175	negative regulation of epidermal growth ...	3	1	0.02	69	0.01868	0.01868	Biological Process
GO:0000724	double-strand break repair via homologou...	36	2	0.23	73	0.02099	0.02099	Biological Process
GO:0000725	recombinational repair	36	2	0.23	74	0.02099	0.02099	Biological Process
GO:0007424	open tracheal system development	175	4	1.1	76	0.02271	0.02271	Biological Process
GO:0048149	behavioral response to ethanol	39	2	0.24	77	0.02441	0.02441	Biological Process
GO:0052128	positive energy taxis	4	1	0.03	79	0.02483	0.02483	Biological Process
GO:0046956	positive phototaxis	4	1	0.03	80	0.02483	0.02483	Biological Process
