TermID	Name	Frequency	PlotX	PlotY	LogSize	Value	Uniqueness	Dispensability	Representative	Eliminated
GO:0004674	protein serine/threonine kinase activity	1.537	4.274	-3.582	2.243	-2.796	0.675	0.000	-1	False
GO:0004686	elongation factor-2 kinase activity	0.009	null	null	0.301	-2.721	0.734	0.560	4674	True
GO:0008545	JUN kinase kinase activity	0.018	null	null	0.477	-2.721	0.625	0.590	4674	True
GO:0005078	MAP-kinase scaffold activity	0.053	null	null	0.845	-2.119	0.881	0.612	4674	True
GO:0070883	pre-miRNA binding	0.018	-5.454	-0.637	0.477	-2.420	0.855	0.000	-1	False
GO:0001664	G protein-coupled receptor binding	0.530	-0.981	6.123	1.785	-1.332	0.970	0.043	-1	False
GO:0016443	bidentate ribonuclease III activity	0.018	4.758	2.296	0.477	-2.420	0.791	0.135	-1	False
GO:0004530	deoxyribonuclease I activity	0.018	null	null	0.477	-2.420	0.765	0.697	16443	True
GO:0019776	Atg8 ligase activity	0.026	3.130	-5.967	0.602	-2.420	0.828	0.305	-1	False
GO:0003725	double-stranded RNA binding	0.212	-5.738	-2.192	1.398	-1.580	0.840	0.348	-1	False
GO:0003727	single-stranded RNA binding	0.362	-5.107	-3.144	1.623	-1.449	0.837	0.437	-1	False
