TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0048667", "cell morphogenesis involved in neuron differentiation", 3.419, 6.035, 2.463, 2.590, -3.602, 0.703, 0.000, -1, False
"GO:0007400", "neuroblast fate determination", 0.238, null, null, 1.447, -1.744, 0.779, 0.525, 48667, True
"GO:0010001", "glial cell differentiation", 0.370, null, null, 1.633, -1.582, 0.784, 0.536, 48667, True
"GO:0014016", "neuroblast differentiation", 0.423, null, null, 1.690, -1.643, 0.780, 0.559, 48667, True
"GO:0048729", "tissue morphogenesis", 5.182, null, null, 2.770, -1.964, 0.797, 0.567, 48667, True
"GO:0007413", "axonal fasciculation", 0.185, null, null, 1.342, -1.854, 0.745, 0.599, 48667, True
"GO:0106030", "neuron projection fasciculation", 0.194, null, null, 1.362, -1.744, 0.750, 0.602, 48667, True
"GO:0072499", "photoreceptor cell axon guidance", 0.238, null, null, 1.447, -2.000, 0.669, 0.668, 48667, True
"GO:0007414", "axonal defasciculation", 0.106, null, null, 1.114, -1.537, 0.756, 0.693, 48667, True
"GO:0022008", "neurogenesis", 7.429, null, null, 2.926, -2.636, 0.712, 0.732, 48667, True
"GO:0002009", "morphogenesis of an epithelium", 5.014, null, null, 2.756, -1.754, 0.796, 0.743, 48667, True
"GO:0007411", "axon guidance", 2.185, null, null, 2.396, -2.312, 0.600, 0.874, 48667, True
"GO:0065007", "biological regulation", 42.148, 2.256, -2.190, 3.680, -4.398, 1.000, 0.000, -1, False
"GO:0007191", "adenylate cyclase-activating dopamine receptor signaling pathway", 0.035, -3.858, -1.521, 0.699, -2.876, 0.864, 0.017, -1, False
"GO:0060359", "response to ammonium ion", 0.018, null, null, 0.477, -2.279, 0.944, 0.506, 7191, True
"GO:0048148", "behavioral response to cocaine", 0.079, null, null, 1.000, -2.433, 0.872, 0.620, 7191, True
"GO:0048149", "behavioral response to ethanol", 0.485, null, null, 1.748, -1.744, 0.862, 0.678, 7191, True
"GO:0007193", "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway", 0.194, null, null, 1.362, -2.262, 0.881, 0.728, 7191, True
"GO:0047496", "vesicle transport along microtubule", 0.097, -0.782, 5.997, 1.079, -3.137, 0.840, 0.019, -1, False
"GO:0051642", "centrosome localization", 0.150, null, null, 1.255, -1.744, 0.868, 0.568, 47496, True
"GO:0051293", "establishment of spindle localization", 0.308, null, null, 1.556, -2.082, 0.761, 0.668, 47496, True
"GO:0000132", "establishment of mitotic spindle orientation", 0.194, null, null, 1.362, -1.551, 0.758, 0.954, 47496, True
"GO:0040001", "establishment of mitotic spindle localization", 0.247, null, null, 1.462, -1.777, 0.765, 0.973, 47496, True
"GO:0051294", "establishment of spindle orientation", 0.247, null, null, 1.462, -1.864, 0.754, 0.973, 47496, True
"GO:0035335", "peptidyl-tyrosine dephosphorylation", 0.405, 2.520, -5.781, 1.672, -2.580, 0.923, 0.022, -1, False
"GO:0030010", "establishment of cell polarity", 0.493, 3.769, 7.973, 1.756, -1.963, 0.953, 0.023, -1, False
"GO:0007030", "Golgi organization", 0.643, -4.362, -4.785, 1.869, -2.427, 0.898, 0.023, -1, False
"GO:0048585", "negative regulation of response to stimulus", 3.472, -6.485, 1.948, 2.597, -2.346, 0.856, 0.107, -1, False
