TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0000976", "transcription regulatory region sequence-specific DNA binding", 4.783, -6.036, -0.973, 2.732, -2.097, 0.844, 0.000, -1, False
"GO:0031490", "chromatin DNA binding", 0.461, null, null, 1.724, -1.807, 0.889, 0.524, 976, True
"GO:0000978", "RNA polymerase II cis-regulatory region sequence-specific DNA binding", 3.461, null, null, 2.592, -1.356, 0.848, 0.903, 976, True
"GO:0000977", "RNA polymerase II transcription regulatory region sequence-specific DNA binding", 4.330, null, null, 2.689, -1.783, 0.845, 0.936, 976, True
"GO:0001653", "peptide receptor activity", 0.497, 3.725, -5.104, 1.756, -2.699, 0.797, 0.000, -1, False
"GO:0004930", "G protein-coupled receptor activity", 1.083, null, null, 2.090, -1.703, 0.738, 0.658, 1653, True
"GO:0008028", "monocarboxylic acid transmembrane transporter activity", 0.319, 4.535, 4.849, 1.568, -1.951, 0.923, 0.000, -1, False
"GO:0015245", "fatty acid transmembrane transporter activity", 0.062, null, null, 0.903, -1.991, 0.927, 0.839, 8028, True
"GO:0030695", "GTPase regulator activity", 1.535, 1.148, 0.606, 2.241, -1.424, 0.886, 0.000, -1, False
"GO:0060589", "nucleoside-triphosphatase regulator activity", 1.766, null, null, 2.301, -1.312, 0.895, 0.740, 30695, True
"GO:0005096", "GTPase activator activity", 0.807, null, null, 1.964, -1.455, 0.890, 0.882, 30695, True
"GO:0031957", "very long-chain fatty acid-CoA ligase activity", 0.035, 0.131, 6.165, 0.699, -1.991, 0.837, 0.000, -1, False
"GO:0016405", "CoA-ligase activity", 0.231, null, null, 1.431, -1.395, 0.895, 0.806, 31957, True
"GO:0042923", "neuropeptide binding", 0.009, -1.068, -3.409, 0.301, -1.693, 0.984, 0.049, -1, False
"GO:0030215", "semaphorin receptor binding", 0.080, -3.855, -6.556, 1.000, -1.300, 0.981, 0.059, -1, False
"GO:0004454", "ketohexokinase activity", 0.035, 6.786, -0.784, 0.699, -1.991, 0.833, 0.080, -1, False
"GO:0008865", "fructokinase activity", 0.071, null, null, 0.954, -1.693, 0.828, 0.854, 4454, True
"GO:0004396", "hexokinase activity", 0.071, null, null, 0.954, -1.693, 0.828, 0.895, 4454, True
"GO:0016849", "phosphorus-oxygen lyase activity", 0.248, -5.397, 4.714, 1.462, -1.851, 0.902, 0.091, -1, False
"GO:0004383", "guanylate cyclase activity", 0.106, null, null, 1.114, -1.951, 0.852, 0.667, 16849, True
"GO:0009975", "cyclase activity", 0.231, -0.803, -7.480, 1.431, -1.851, 0.929, 0.105, -1, False
"GO:0015485", "cholesterol binding", 0.027, -5.972, -3.296, 0.602, -1.693, 0.950, 0.178, -1, False
"GO:0017136", "NAD-dependent histone deacetylase activity", 0.089, -1.566, 5.811, 1.041, -1.693, 0.837, 0.196, -1, False
"GO:0034979", "NAD-dependent protein deacetylase activity", 0.098, null, null, 1.079, -1.693, 0.853, 0.957, 17136, True
"GO:0050509", "N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity", 0.018, 6.623, 0.349, 0.477, -1.693, 0.896, 0.225, -1, False
"GO:0050508", "glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity", 0.018, null, null, 0.477, -1.693, 0.896, 0.531, 50509, True
"GO:0140142", "nucleocytoplasmic carrier activity", 0.142, 5.160, 3.995, 1.230, -1.395, 0.924, 0.247, -1, False
"GO:0005049", "nuclear export signal receptor activity", 0.044, null, null, 0.778, -1.395, 0.927, 0.833, 140142, True
"GO:0030628", "pre-mRNA 3'-splice site binding", 0.044, -5.654, 0.438, 0.778, -1.395, 0.919, 0.291, -1, False
"GO:0000340", "RNA 7-methylguanosine cap binding", 0.098, -6.454, 0.141, 1.079, -1.395, 0.915, 0.353, -1, False
"GO:0017116", "single-stranded DNA helicase activity", 0.080, -0.675, 5.977, 1.000, -1.693, 0.814, 0.440, -1, False
"GO:0008094", "DNA-dependent ATPase activity", 0.302, null, null, 1.544, -1.432, 0.853, 0.512, 17116, True
"GO:0000014", "single-stranded DNA endodeoxyribonuclease activity", 0.142, null, null, 1.230, -1.693, 0.841, 0.641, 17116, True
"GO:0009378", "four-way junction helicase activity", 0.044, null, null, 0.778, -1.300, 0.820, 0.744, 17116, True
"GO:0035013", "myosuppressin receptor activity", 0.018, 4.339, -4.985, 0.477, -1.991, 0.768, 0.464, -1, False
"GO:0004969", "histamine receptor activity", 0.041, null, null, 0.699, -1.991, 0.773, 0.545, 35013, True
"GO:0008261", "allatostatin receptor activity", 0.044, null, null, 0.778, -1.693, 0.755, 0.662, 35013, True
"GO:0008188", "neuropeptide receptor activity", 0.399, null, null, 1.663, -1.648, 0.720, 0.818, 35013, True
"GO:0008528", "G protein-coupled peptide receptor activity", 0.435, null, null, 1.699, -1.613, 0.721, 0.963, 35013, True
"GO:0004952", "dopamine neurotransmitter receptor activity", 0.044, 3.568, -5.662, 0.778, -1.395, 0.784, 0.497, -1, False
"GO:0001588", "dopamine neurotransmitter receptor activity, coupled via Gs", 0.027, null, null, 0.602, -1.519, 0.790, 0.926, 4952, True
