TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0055029", "nuclear DNA-directed RNA polymerase complex", 0.787, 5.913, 1.493, 1.968, -3.056, 0.465, 0.000, -1, False
"GO:0048188", "Set1C/COMPASS complex", 0.120, null, null, 1.176, -1.489, 0.630, 0.523, 55029, True
"GO:0008622", "epsilon DNA polymerase complex", 0.034, null, null, 0.699, -2.028, 0.543, 0.663, 55029, True
"GO:0005665", "RNA polymerase II, core complex", 0.111, null, null, 1.146, -2.799, 0.523, 0.824, 55029, True
"GO:0030880", "RNA polymerase complex", 0.804, null, null, 1.978, -3.041, 0.524, 0.880, 55029, True
"GO:0000428", "DNA-directed RNA polymerase complex", 0.796, null, null, 1.973, -3.041, 0.507, 0.989, 55029, True
"GO:0060187", "cell pole", 0.034, -0.905, -6.159, 0.699, -2.028, 0.996, 0.003, -1, False
"GO:0043204", "perikaryon", 0.171, -3.737, -3.779, 1.322, -1.853, 0.907, 0.003, -1, False
"GO:0043025", "neuronal cell body", 1.455, null, null, 2.233, -1.366, 0.906, 0.774, 43204, True
"GO:0005576", "extracellular region", 9.799, -4.151, 3.210, 3.059, -1.415, 0.994, 0.005, -1, False
"GO:0045169", "fusome", 0.334, 3.118, -7.133, 1.602, -2.131, 0.959, 0.042, -1, False
"GO:0005701", "polytene chromosome chromocenter", 0.128, -4.900, -0.347, 1.204, -1.432, 0.915, 0.067, -1, False
"GO:0070732", "spindle envelope", 0.060, 2.427, 7.367, 0.903, -1.633, 0.943, 0.073, -1, False
"GO:0005791", "rough endoplasmic reticulum", 0.180, -1.605, 5.970, 1.342, -1.382, 0.930, 0.089, -1, False
"GO:0016442", "RISC complex", 0.086, 7.146, -1.649, 1.041, -1.555, 0.806, 0.186, -1, False
"GO:0031332", "RNAi effector complex", 0.086, 6.268, -2.137, 1.041, -1.555, 0.806, 0.406, -1, False
"GO:0070847", "core mediator complex", 0.094, 4.086, 0.847, 1.079, -1.337, 0.725, 0.413, -1, False
"GO:0030956", "glutamyl-tRNA(Gln) amidotransferase complex", 0.026, 6.862, 2.827, 0.602, -2.328, 0.708, 0.451, -1, False
