Gene	lnL_Null	lnL_Alt	LRT
Arp1	-3663.261697	-3662.354067	1.81526
B-gluc1	-8573.173033	-8573.173033	0
Cox6c	-1488.687407	-1488.681798	0.011218
CPR14	-1853.764022	-1853.764022	0
CPR19	-3259.185553	-3259.185553	0
CSP6	-1980.436066	-1980.436066	0
CytC	-1423.033979	-1423.033979	0
Dcr-1	-17101.318351	-17097.259064	8.11857
Dl	-10524.740686	-10524.740686	0
Dnmt3	-9954.468542	-9954.468542	0
Ecr	-4687.473094	-4687.473094	0
egh	-5747.501473	-5747.501473	0
FAR1	-7140.612671	-7140.612671	0
Gat-1B	-7467.064366	-7464.957710	4.21331
Gat-a	-7591.100997	-7591.100997	0
Gfat2	-9215.081440	-9215.081440	0
GlnS	-5415.012726	-5415.012726	0
GstD1	-4379.671228	-4379.540596	0.261264
GstS4	-3263.196695	-3262.974857	0.443676
Imd	-4527.771425	-4527.771425	0
Jtb	-8379.914045	-8379.914045	0
KAT2A	-9465.190172	-9465.053606	0.273132
LOC100379261	-6101.949822	-6101.949822	0
LOC100576099	-2090.362995	-2089.883876	0.958238
LOC100576186	-7576.978601	-7576.978601	0
LOC100576195	-1535.645907	-1535.645907	0
LOC100576337	-3432.109563	-3430.843080	2.53297
LOC100576383	-6944.525128	-6944.525128	0
LOC100576411	-9062.545118	-9062.523791	0.042654
LOC100576527	-8835.198927	-8835.198927	0
LOC100576646	-3361.554338	-3361.554338	0
LOC100576649	-8759.901436	-8759.901436	0
LOC100576660	-9024.365577	-9024.365577	0
LOC100576742	-15597.800526	-15597.800526	0
LOC100576795	-3887.284917	-3887.284917	0
LOC100576801	-3752.271768	-3752.271768	0
LOC100576818	-4872.523346	-4867.795940	9.45481
LOC100576819	-7680.563480	-7680.563480	0
LOC100576826	-3583.492090	-3583.492090	0
LOC100576862	-6293.424137	-6293.424137	0
LOC100577002	-8135.158212	-8135.158212	0
LOC100577019	-486.706501	-486.706501	0
LOC100577050	-8148.679904	-8148.679904	0
LOC100577053	-9028.233067	-9028.233067	0
LOC100577136	-5982.232286	-5981.774621	0.91533
LOC100577140	-8774.584201	-8774.584201	0
LOC100577174	-18794.339924	-18794.339924	0
LOC100577196	-9771.453097	-9760.780697	21.3448
LOC100577401	-16688.172039	-16688.139626	0.064826
LOC100577423	-5057.574750	-5057.574750	0
LOC100577481	-7684.613734	-7684.613734	0
LOC100577493	-9550.576525	-9550.576525	0
LOC100577519			0
LOC100577687	-7341.675581	-7341.675581	0
LOC100577690	-2328.028177	-2328.028177	0
LOC100577763	-37588.879755	-37588.879755	0
LOC100577764	-1764.959431	-1764.959431	0
LOC100577841	-4300.056184	-4300.056184	0
