Gene	lnL_Null	lnL_Alt	LRT
Arp1	-3664.219442	-3664.087769	0.263346
B-gluc1	-8569.747487	-8569.747487	0
Cox6c	-1488.839106	-1488.839106	0
CPR14	-1852.055367	-1852.055367	0
CPR19	-3262.068231	-3262.068231	0
CSP6	-1980.492021	-1980.492021	0
CytC	-1420.378753	-1420.378753	0
Dcr-1	-17099.683964	-17099.683964	0
Dl	-10519.998000	-10519.998000	0
Dnmt3	-9950.358765	-9950.358765	0
Ecr	-4687.473094	-4687.473094	0
egh	-5743.818323	-5743.818323	0
FAR1	-7125.180034	-7125.180034	0
Gat-1B	-7476.069241	-7476.069241	0
Gat-a	-7591.100997	-7591.100997	0
Gfat2	-9211.231059	-9211.231059	0
GlnS	-5414.696249	-5414.696249	0
GstD1	-4391.810426	-4391.810426	0
GstS4	-3262.074982	-3262.074982	0
Imd	-4527.256933	-4526.000262	2.51334
Jtb	-8372.895303	-8372.895303	0
KAT2A	-9513.002617	-9513.002617	0
LOC100379261	-6099.181145	-6102.187588	-6.01289
LOC100576099	-2091.739226	-2091.739226	0
LOC100576186	-7572.673064	-7572.673064	0
LOC100576195	-1537.066115	-1537.066115	0
LOC100576337	-3430.209720	-3430.209720	0
LOC100576383	-6942.364802	-6942.364802	0
LOC100576411	-9058.815229	-9058.815229	0
LOC100576527	-8832.491826	-8832.491826	0
LOC100576646	-3361.554338	-3361.554338	0
LOC100576649	-8753.232562	-8753.232562	0
LOC100576660	-9029.944462	-9029.944462	0
LOC100576742	-15594.459358	-15594.459358	0
LOC100576795	-3885.806861	-3887.284917	-2.95611
LOC100576801	-3750.007480	-3750.007480	0
LOC100576818	-4875.846438	-4875.846438	0
LOC100576819	-7677.787401	-7677.787401	0
LOC100576826	-3583.492090	-3583.492090	0
LOC100576862	-6287.229925	-6287.229925	0
LOC100577002	-8138.794870	-8138.794870	0
LOC100577019			0
LOC100577050	-8139.563659	-8139.563659	0
LOC100577053	-9012.146513	-9012.146513	0
LOC100577136	-5982.329802	-5982.329802	0
LOC100577140	-8780.818430	-8780.818430	0
LOC100577174	-18796.043607	-18805.352855	-18.6185
LOC100577196	-9769.287355	-9769.287355	0
LOC100577401	-16681.076957	-16681.076957	0
LOC100577423	-5055.051383	-5055.051383	0
LOC100577481	-7681.458005	-7681.458005	0
LOC100577493	-9549.358116	-9549.358116	0
LOC100577519			0
LOC100577687	-7334.786271	-7334.786271	0
LOC100577690	-2328.033378	-2327.996525	0.073706
LOC100577763	-37561.937489	-37561.937489	0
LOC100577764	-1764.959431	-1764.959431	0
LOC100577841	-4296.135934	-4296.135934	0
LOC100577870	-1455.706144	-1455.706144	0
LOC100577972	-67369.084608	-67369.084608	0
LOC100578030	-5498.665248	-5498.665248	0
LOC100578035	-3694.634995	-3694.634995	0
LOC100578071	-27402.303478	-27402.303478	0
LOC100578156	-4120.463366	-4120.463366	0
LOC100578168	-2228.421622	-2228.421622	0
LOC100578209	-4740.533920	-4740.533920	0
LOC100578215	-6345.326171	-6345.326171	0
LOC100578235	-1917.631042	-1917.631042	0
LOC100578255	-23271.999573	-23271.999573	0
LOC100578277	-1115.865265	-1115.865265	0
LOC100578329	-9287.681222	-9287.681222	0
LOC100578356	-19587.580446	-19587.580446	0
LOC100578380	-2961.286797	-2961.286797	0
LOC100578433	-22931.835160	-22943.871008	-24.0717
LOC100578450	-11515.389942	-11515.890751	-1.00162
LOC100578537	-11216.528267	-11216.528267	0
LOC100578560	-1640.718441	-1640.718441	0
LOC100578586	-10975.373520	-10975.373520	0
LOC100578697	-2797.760317	-2797.672769	0.175096
LOC100578725	-1124.944260	-1124.944260	0
LOC100578875	-4993.847644	-4993.847644	0
LOC100578893	-11035.416583	-11035.416583	0
LOC102653793	-5575.263462	-5575.263462	0
LOC102653879	-4434.832495	-4434.832495	0
LOC102653930	-1477.985645	-1477.985645	0
LOC102653951			0
LOC102654014	-3590.845507	-3590.844371	0.002272
LOC102654165	-4700.918603	-4700.918603	0
LOC102654312	-5272.535223	-5272.535223	0
LOC102654349	-958.341616	-958.341616	0
LOC102654365	-8181.684468	-8181.684468	0
LOC102654610	-3848.651890	-3848.651890	0
LOC102654621	-6697.644772	-6697.644772	0
LOC102654987	-2046.651601	-2046.651601	0
LOC102655219	-4875.298494	-4875.298494	0
LOC102655244	-9659.736926	-9659.736926	0
LOC102655259	-9876.086615	-9876.086615	0
LOC102655470			0
LOC102655679	-3334.508359	-3334.508359	0
LOC102655688	-7851.770075	-7851.770075	0
LOC102655836	-6352.184471	-6352.184471	0
LOC102655877	-4933.053083	-4933.053083	0
LOC102655904			0
LOC102655948	-4154.511874	-4154.511874	0
LOC102656183	-1835.317044	-1835.317044	0
LOC102656263	-2862.010085	-2862.010085	0
LOC102656287	-1656.575434	-1656.575434	0
LOC107963993	-5522.681205	-5522.681210	-1e-05
LOC107964089	-2760.395923	-2760.095351	0.601144
LOC107964507	-1441.184115	-1441.184115	0
LOC107965021	-1488.453794	-1488.453794	0
LOC107965199	-9210.844295	-9210.844295	0
LOC107965225	-2515.060929	-2515.060929	0
LOC107965250	-5523.379963	-5523.379963	0
LOC107965266	-6706.819082	-6706.819082	0
LOC107965508	-3967.507528	-3967.507528	0
LOC107965749	-5549.089926	-5549.089926	0
LOC107965828	-3755.991905	-3755.991905	0
LOC113218526	-11246.200492	-11246.200492	0
LOC113218534	-4983.455439	-4983.455439	0
LOC113218670	-2779.881102	-2777.586695	4.58881
LOC406097	-8158.219840	-8158.219840	0
LOC406114	-9782.220578	-9782.220578	0
LOC408271	-6689.203786	-6689.203786	0
LOC408286	-12221.637397	-12221.637397	0
LOC408303	-5189.100378	-5189.100378	0
LOC408312	-7850.411021	-7850.411021	0
LOC408355	-5872.976769	-5872.976769	0
LOC408358	-19058.819940	-19058.819940	0
LOC408369	-3168.001822	-3168.001822	0
LOC408391	-4453.430533	-4453.430077	0.000912
