Gene	lnL_Null	lnL_Alt	LRT
5-HT1	-5293.169945	-5293.169945	0
5-ht7	-3683.537097	-3658.975398	49.1234
A4	-3349.777556	-3349.777556	0
Acph-1	-8348.385382	-8344.862340	7.04608
ACSF2	-6235.963817	-6235.963817	0
Adar	-7372.824457	-7372.824457	0
Adk1	-3215.779979	-3215.779979	0
Akhr	-4946.784798	-4946.729804	0.109988
Amel_8916	-3624.463050	-3624.463050	0
Ant	-3221.254591	-3221.254591	0
Antp	-2937.928748	-2937.928748	0
apd-3	-3677.835045	-3677.835045	0
Argk	-4056.788603	-4056.788603	0
arm	-8838.301695	-8838.301695	0
ATP5G2	-1750.792898	-1750.792898	0
BBIP1	-7378.336700	-7378.336700	0
Blop	-5927.890046	-5925.138766	5.50256
Br-c	-4471.531363	-4471.531363	0
Brd7	-9740.305725	-9739.940320	0.73081
Cac	-16290.822407	-16286.786723	8.07137
Calpb	-6402.488879	-6402.488879	0
Cat	-2924.909874	-2924.909874	0
Cbs	-7154.125451	-7151.635460	4.97998
Cdc37	-4512.629580	-4512.181796	0.895568
Cdk5	-3961.002358	-3961.002050	0.000616
Chmp1	-1599.199703	-1599.199703	0
c-mos	-4931.618988	-4931.618988	0
Coq7	-2704.375787	-2704.375787	0
Cpap3-c	-3085.399606	-3081.044042	8.71113
CPF1	-1775.882023	-1775.882023	0
CPR13	-1949.255968	-1949.255968	0
CPR16	-5333.113819	-5329.320423	7.58679
CPR17	-2461.962589	-2461.962589	0
CPR21	-2463.796639	-2462.655474	2.28233
CPR22	-1461.334887	-1461.334887	0
CPR3	-3727.930828	-3727.930828	0
CPR5	-2539.778576	-2539.778576	0
Cry2	-6687.409172	-6687.409172	0
CSP2	-1508.498088	-1508.498088	0
CSP3	-2833.852956	-2831.874252	3.95741
CSP4	-2556.777606	-2556.293045	0.969122
CUTA	-1697.653825	-1697.646591	0.014468
Cyp4g11	-8669.127661	-8669.127661	0
Dat	-4219.495325	-4219.495325	0
Dop1	-2668.386550	-2668.386550	0
DopR2	-6696.655784	-6696.655784	0
E74	-4803.617705	-4803.617705	0
E75	-5785.209363	-5785.209363	0
Eaat-2	-8548.467207	-8548.467207	0
ecd	-8194.541662	-8194.541662	0
Ef-1a-f1	-5458.858476	-5458.858475	2e-06
EF1a-F2	-5022.443571	-5022.443571	0
Eif3h	-3796.830612	-3796.830612	0
Eif4g	-17774.095497	-17771.384458	5.42208
Emc	-1706.824389	-1705.699624	2.24953
Err	-4985.666945	-4985.542751	0.248388
Ets97D-like	-5879.811424	-5879.541102	0.540644
eve	-3960.202930	-3960.202930	0
Fem	-4403.013393	-4403.013393	0
For	-8390.995978	-8390.098601	1.79475
Foxp	-5122.803395	-5122.803395	0
Fstl5	-11193.003650	-11167.397061	51.2132
Glob1	-2765.733738	-2762.685883	6.09571
Grd	-6545.268202	-6545.268202	0
Gstcd	-8379.881511	-8376.619321	6.52438
Gtpx1	-2618.495401	-2618.495401	0
Gycbeta1	-5442.387592	-5433.325607	18.124
Hex70a	-12571.738365	-12569.993678	3.48937
Ho	-4026.254051	-4026.254051	0
Hsc70-3	-7840.856249	-7839.767869	2.17676
Hsc70-4	-7542.160520	-7536.507839	11.3054
Hsc70-5	-3948.728548	-3947.545087	2.36692
Hsp90	-8612.460040	-8612.460040	0
IF-2mt	-13304.133297	-13300.261491	7.74361
Ing3	-3531.583983	-3531.583983	0
InR-2	-13270.916086	-13264.859108	12.114
Kr-h1	-6636.613724	-6635.759037	1.70937
Kr	-6020.876200	-6020.876200	0
LCCH3	-6375.071023	-6375.071023	0
Lin-52	-1313.091873	-1313.091873	0
LOC100217360	-4488.644469	-4488.457914	0.37311
LOC100576097	-12550.965324	-12550.965324	0
LOC100576100	-4579.109643	-4578.991669	0.235948
LOC100576104	-3599.241504	-3599.241504	0
LOC100576110	-8744.403179	-8741.756681	5.293
LOC100576116	-12332.928974	-12332.928974	0
LOC100576120	-9648.153571	-9646.963856	2.37943
LOC100576128	-5845.795802	-5845.795802	0
LOC100576130	-2170.541447	-2170.541447	0
LOC100576131	-7570.126917	-7570.126917	0
LOC100576132	-3241.737012	-3241.737012	0
LOC100576134	-1777.486097	-1777.486097	0
LOC100576147	-5364.021454	-5364.021454	0
LOC100576152	-4009.572291	-4009.572291	0
LOC100576162	-10611.705979	-10611.705979	0
LOC100576163	-1754.917914	-1754.917914	0
LOC100576165	-3246.176729	-3245.134136	2.08519
LOC100576167	-7724.970413	-7721.480731	6.97936
LOC100576169	-21163.286370	-21157.470131	11.6325
LOC100576174	-1831.064221	-1830.593247	0.941948
LOC100576176	-7447.300201	-7447.300201	0
