GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0031346	positive regulation of cell projection o...	155	3	0.07	1	0.00101	2.5e-05	Biological Process
GO:1901699	cellular response to nitrogen compound	260	3	0.11	5	0.02935	0.00012	Biological Process
GO:0012501	programmed cell death	770	4	0.33	6	0.00143	0.00012	Biological Process
GO:0042594	response to starvation	282	3	0.12	7	0.03023	0.00015	Biological Process
GO:0006950	response to stress	1831	5	0.78	10	0.03803	0.00019	Biological Process
GO:0031667	response to nutrient levels	339	3	0.14	11	0.04605	0.00026	Biological Process
GO:0009991	response to extracellular stimulus	344	3	0.15	12	0.04743	0.00027	Biological Process
GO:0060292	long-term synaptic depression	1	1	0	15	0.00042	0.00042	Biological Process
GO:0034769	basement membrane disassembly	1	1	0	16	0.00042	0.00042	Biological Process
GO:0010976	positive regulation of neuron projection...	81	2	0.03	17	0.02447	0.00048	Biological Process
GO:0120035	regulation of plasma membrane bounded ce...	437	3	0.18	18	0.00850	0.00054	Biological Process
GO:0045793	positive regulation of cell size	90	2	0.04	22	0.00059	0.00059	Biological Process
GO:0030307	positive regulation of cell growth	102	2	0.04	28	0.00075	0.00075	Biological Process
GO:0055088	lipid homeostasis	108	2	0.05	29	0.03037	0.00085	Biological Process
GO:0071902	positive regulation of protein serine/th...	112	2	0.05	31	0.00091	0.00091	Biological Process
GO:0038202	TORC1 signaling	119	2	0.05	32	0.00103	0.00103	Biological Process
GO:0032103	positive regulation of response to exter...	128	2	0.05	33	0.04064	0.00119	Biological Process
GO:0006915	apoptotic process	572	3	0.24	34	0.01466	0.00119	Biological Process
GO:0031054	pre-miRNA processing	3	1	0	35	0.00127	0.00127	Biological Process
GO:0048646	anatomical structure formation involved ...	1425	4	0.6	36	0.00839	0.00129	Biological Process
GO:0008286	insulin receptor signaling pathway	145	2	0.06	37	0.00152	0.00152	Biological Process
GO:0031175	neuron projection development	1499	4	0.63	38	0.00975	0.00157	Biological Process
GO:0045666	positive regulation of neuron differenti...	153	2	0.06	39	0.00169	0.00169	Biological Process
GO:0035087	siRNA loading onto RISC involved in RNA ...	4	1	0	40	0.00169	0.00169	Biological Process
GO:0007561	imaginal disc eversion	5	1	0	50	0.00212	0.00212	Biological Process
GO:0009267	cellular response to starvation	175	2	0.07	51	0.00220	0.00220	Biological Process
GO:0048477	oogenesis	1660	4	0.7	54	0.01298	0.00231	Biological Process
GO:0050769	positive regulation of neurogenesis	187	2	0.08	57	0.00251	0.00251	Biological Process
GO:0031104	dendrite regeneration	6	1	0	58	0.00254	0.00254	Biological Process
GO:0045886	negative regulation of synaptic assembly...	194	2	0.08	62	0.00270	0.00270	Biological Process
GO:0006309	apoptotic DNA fragmentation	7	1	0	72	0.00296	0.00296	Biological Process
GO:0007292	female gamete generation	1801	4	0.76	73	0.01636	0.00315	Biological Process
GO:0090278	negative regulation of peptide hormone s...	8	1	0	75	0.00338	0.00338	Biological Process
GO:0046844	chorion micropyle formation	8	1	0	77	0.00338	0.00338	Biological Process
GO:0010506	regulation of autophagy	218	2	0.09	79	0.00339	0.00339	Biological Process
GO:0007281	germ cell development	1857	4	0.79	80	0.01783	0.00354	Biological Process
GO:0010897	negative regulation of triglyceride cata...	10	1	0	84	0.00423	0.00423	Biological Process
GO:0048680	positive regulation of axon regeneration	11	1	0	90	0.00465	0.00465	Biological Process
GO:0030381	chorion-containing eggshell pattern form...	12	1	0.01	94	0.00507	0.00507	Biological Process
