GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:1903461	Okazaki fragment processing involved in ...	3	1	0	1	0.0017	0.0017	Biological Process
GO:0007526	larval somatic muscle development	133	2	0.08	2	0.0024	0.0024	Biological Process
GO:0035291	specification of segmental identity, int...	5	1	0	5	0.0028	0.0028	Biological Process
GO:0035167	larval lymph gland hemopoiesis	158	2	0.09	7	0.0033	0.0033	Biological Process
GO:0006266	DNA ligation	6	1	0	8	0.0034	0.0034	Biological Process
GO:0048680	positive regulation of axon regeneration	11	1	0.01	13	0.0062	0.0062	Biological Process
GO:0006366	transcription by RNA polymerase II	1689	4	0.95	18	0.0095	0.0095	Biological Process
GO:0048194	Golgi vesicle budding	17	1	0.01	20	0.0096	0.0096	Biological Process
GO:0035289	posterior head segmentation	21	1	0.01	27	0.0118	0.0118	Biological Process
GO:0009608	response to symbiont	22	1	0.01	30	0.0124	0.0124	Biological Process
GO:0045893	positive regulation of transcription, DN...	955	3	0.54	33	0.0132	0.0132	Biological Process
GO:1902680	positive regulation of RNA biosynthetic ...	971	3	0.55	35	0.0138	0.0138	Biological Process
GO:1903508	positive regulation of nucleic acid-temp...	971	3	0.55	36	0.0138	0.0138	Biological Process
GO:0045332	phospholipid translocation	26	1	0.01	37	0.0146	0.0146	Biological Process
GO:0016204	determination of muscle attachment site	27	1	0.02	39	0.0151	0.0151	Biological Process
GO:0034204	lipid translocation	29	1	0.02	42	0.0163	0.0163	Biological Process
GO:0051254	positive regulation of RNA metabolic pro...	1043	3	0.59	43	0.0168	0.0168	Biological Process
GO:0097035	regulation of membrane lipid distributio...	30	1	0.02	44	0.0168	0.0168	Biological Process
GO:0046427	positive regulation of receptor signalin...	30	1	0.02	47	0.0168	0.0168	Biological Process
GO:1904894	positive regulation of receptor signalin...	30	1	0.02	48	0.0168	0.0168	Biological Process
GO:0042694	muscle cell fate specification	30	1	0.02	49	0.0168	0.0168	Biological Process
GO:0010557	positive regulation of macromolecule bio...	1045	3	0.59	50	0.0169	0.0169	Biological Process
