GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0000340	RNA 7-methylguanosine cap binding	4	3	0.31	3	0.0018	0.0018	Molecular Function
GO:0005001	transmembrane receptor protein tyrosine ...	4	3	0.31	4	0.0018	0.0018	Molecular Function
GO:0005488	binding	2351	209	184.89	6	0.0180	0.0031	Molecular Function
GO:0030594	neurotransmitter receptor activity	34	8	2.67	7	0.0040	0.0040	Molecular Function
GO:0004930	G protein-coupled receptor activity	57	11	4.48	8	0.0041	0.0041	Molecular Function
GO:0005102	signaling receptor binding	130	19	10.22	10	0.0057	0.0057	Molecular Function
GO:0015220	choline transmembrane transporter activi...	2	2	0.16	12	0.0062	0.0062	Molecular Function
GO:0015485	cholesterol binding	2	2	0.16	13	0.0062	0.0062	Molecular Function
GO:0008865	fructokinase activity	2	2	0.16	14	0.0062	0.0062	Molecular Function
GO:0005515	protein binding	1472	137	115.76	15	0.0323	0.0068	Molecular Function
GO:0016878	acid-thiol ligase activity	11	4	0.87	16	0.0079	0.0079	Molecular Function
GO:0005544	calcium-dependent phospholipid binding	12	4	0.94	18	0.0112	0.0112	Molecular Function
GO:0005112	Notch binding	13	4	1.02	19	0.0152	0.0152	Molecular Function
GO:0001588	dopamine neurotransmitter receptor activ...	3	2	0.24	20	0.0175	0.0175	Molecular Function
GO:0051185	coenzyme transmembrane transporter activ...	3	2	0.24	21	0.0175	0.0175	Molecular Function
GO:0099528	G protein-coupled neurotransmitter recep...	14	4	1.1	23	0.0200	0.0200	Molecular Function
GO:0099095	ligand-gated anion channel activity	8	3	0.63	26	0.0200	0.0200	Molecular Function
GO:0030695	GTPase regulator activity	73	11	5.74	27	0.0259	0.0259	Molecular Function
GO:0015645	fatty acid ligase activity	9	3	0.71	29	0.0283	0.0283	Molecular Function
GO:0004383	guanylate cyclase activity	16	4	1.26	31	0.0320	0.0320	Molecular Function
GO:0033134	ubiquitin activating enzyme binding	4	2	0.31	32	0.0333	0.0333	Molecular Function
GO:0044388	small protein activating enzyme binding	4	2	0.31	33	0.0333	0.0333	Molecular Function
GO:0005092	GDP-dissociation inhibitor activity	4	2	0.31	34	0.0333	0.0333	Molecular Function
GO:0015217	ADP transmembrane transporter activity	4	2	0.31	35	0.0333	0.0333	Molecular Function
GO:0004952	dopamine neurotransmitter receptor activ...	4	2	0.31	36	0.0333	0.0333	Molecular Function
GO:0008092	cytoskeletal protein binding	209	24	16.44	37	0.0363	0.0363	Molecular Function
GO:0098772	molecular function regulator	265	29	20.84	39	0.0400	0.0400	Molecular Function
GO:0004843	thiol-dependent ubiquitin-specific prote...	33	6	2.6	40	0.0409	0.0409	Molecular Function
GO:0101005	ubiquitinyl hydrolase activity	33	6	2.6	41	0.0409	0.0409	Molecular Function
GO:0036459	thiol-dependent ubiquitinyl hydrolase ac...	33	6	2.6	42	0.0409	0.0409	Molecular Function
GO:0044877	protein-containing complex binding	128	16	10.07	43	0.0415	0.0415	Molecular Function
GO:0001653	peptide receptor activity	25	5	1.97	44	0.0419	0.0419	Molecular Function
GO:0022835	transmitter-gated channel activity	18	4	1.42	45	0.0476	0.0476	Molecular Function
GO:0009975	cyclase activity	18	4	1.42	46	0.0476	0.0476	Molecular Function
GO:0016849	phosphorus-oxygen lyase activity	18	4	1.42	47	0.0476	0.0476	Molecular Function
GO:0019899	enzyme binding	303	32	23.83	48	0.0488	0.0488	Molecular Function
GO:0005096	GTPase activator activity	71	10	5.58	49	0.0492	0.0492	Molecular Function
GO:0098960	postsynaptic neurotransmitter receptor a...	11	3	0.87	50	0.0495	0.0495	Molecular Function
