GO.ID	Term	Annotated	Significant	Expected	Rank in Fisher.classic	Fisher.elim	Fisher.classic	Ontology
GO:0043231	intracellular membrane-bounded organelle	2574	365	287.95	4	0.00700	2.2e-13	Cellular Component
GO:1990234	transferase complex	345	83	38.6	7	0.02018	1.3e-12	Cellular Component
GO:0070013	intracellular organelle lumen	741	138	82.9	11	0.00492	3.3e-11	Cellular Component
GO:0005622	intracellular	3823	475	427.68	13	0.02422	9.9e-10	Cellular Component
GO:0031981	nuclear lumen	586	111	65.56	14	0.04429	1.9e-09	Cellular Component
GO:0005783	endoplasmic reticulum	253	58	28.3	16	0.00017	3.1e-08	Cellular Component
GO:0031984	organelle subcompartment	215	50	24.05	18	0.01932	1.9e-07	Cellular Component
GO:0042575	DNA polymerase complex	10	8	1.12	21	0.00029	8.6e-07	Cellular Component
GO:0005730	nucleolus	165	38	18.46	25	0.01222	7.6e-06	Cellular Component
GO:0031414	N-terminal protein acetyltransferase com...	7	6	0.78	27	0.00503	1.2e-05	Cellular Component
GO:0097526	spliceosomal tri-snRNP complex	22	10	2.46	35	0.01139	5.2e-05	Cellular Component
GO:0043601	nuclear replisome	6	5	0.67	37	0.03436	9.4e-05	Cellular Component
GO:0030894	replisome	6	5	0.67	38	0.03436	9.4e-05	Cellular Component
GO:0017101	aminoacyl-tRNA synthetase multienzyme co...	9	6	1.01	39	0.00012	0.00012	Cellular Component
GO:0032300	mismatch repair complex	4	4	0.45	40	0.00016	0.00016	Cellular Component
GO:0030686	90S preribosome	29	11	3.24	41	0.00564	0.00016	Cellular Component
GO:0005685	U1 snRNP	14	7	1.57	43	0.00036	0.00036	Cellular Component
GO:0005795	Golgi stack	47	14	5.26	44	0.03973	0.00041	Cellular Component
GO:0005797	Golgi medial cisterna	11	6	1.23	46	0.00054	0.00054	Cellular Component
GO:0005682	U5 snRNP	15	7	1.68	47	0.00061	0.00061	Cellular Component
GO:0098791	Golgi apparatus subcompartment	108	24	12.08	49	0.01855	0.00065	Cellular Component
GO:0042719	mitochondrial intermembrane space protei...	5	4	0.56	50	0.00071	0.00071	Cellular Component
GO:0005687	U4 snRNP	5	4	0.56	51	0.00071	0.00071	Cellular Component
GO:0110165	cellular anatomical entity	4575	521	511.81	52	0.03431	0.00116	Cellular Component
GO:0034457	Mpp10 complex	3	3	0.34	53	0.00139	0.00139	Cellular Component
GO:0005658	alpha DNA polymerase:primase complex	3	3	0.34	54	0.00139	0.00139	Cellular Component
GO:0043527	tRNA methyltransferase complex	3	3	0.34	55	0.00139	0.00139	Cellular Component
GO:0031415	NatA complex	3	3	0.34	56	0.00139	0.00139	Cellular Component
GO:0046540	U4/U6 x U5 tri-snRNP complex	17	7	1.9	57	0.00150	0.00150	Cellular Component
GO:0034708	methyltransferase complex	34	10	3.8	59	0.04985	0.00305	Cellular Component
GO:0005688	U6 snRNP	7	4	0.78	60	0.00411	0.00411	Cellular Component
GO:0005720	nuclear heterochromatin	4	3	0.45	62	0.00511	0.00511	Cellular Component
GO:0000506	glycosylphosphatidylinositol-N-acetylglu...	5	3	0.56	65	0.01171	0.01171	Cellular Component
GO:0031501	mannosyltransferase complex	2	2	0.22	66	0.01249	0.01249	Cellular Component
GO:0008232	activator ecdysone receptor complex	2	2	0.22	67	0.01249	0.01249	Cellular Component
GO:0032301	MutSalpha complex	2	2	0.22	68	0.01249	0.01249	Cellular Component
GO:0005965	protein farnesyltransferase complex	2	2	0.22	69	0.01249	0.01249	Cellular Component
GO:0005953	CAAX-protein geranylgeranyltransferase c...	2	2	0.22	70	0.01249	0.01249	Cellular Component
GO:0060187	cell pole	2	2	0.22	71	0.01249	0.01249	Cellular Component
GO:0042470	melanosome	2	2	0.22	72	0.01249	0.01249	Cellular Component
GO:0031618	nuclear pericentric heterochromatin	2	2	0.22	73	0.01249	0.01249	Cellular Component
GO:0008622	epsilon DNA polymerase complex	2	2	0.22	74	0.01249	0.01249	Cellular Component
GO:0031416	NatB complex	2	2	0.22	75	0.01249	0.01249	Cellular Component
GO:0032389	MutLalpha complex	2	2	0.22	76	0.01249	0.01249	Cellular Component
GO:0005681	spliceosomal complex	68	14	7.61	77	0.01644	0.01644	Cellular Component
GO:0005686	U2 snRNP	20	6	2.24	78	0.01872	0.01872	Cellular Component
GO:0001673	male germ cell nucleus	6	3	0.67	80	0.02148	0.02148	Cellular Component
GO:1990204	oxidoreductase complex	58	12	6.49	81	0.02444	0.02444	Cellular Component
GO:0098800	inner mitochondrial membrane protein com...	81	15	9.06	85	0.03283	0.03283	Cellular Component
GO:0008250	oligosaccharyltransferase complex	7	3	0.78	86	0.03451	0.03451	Cellular Component
GO:0043625	delta DNA polymerase complex	3	2	0.34	87	0.03470	0.03470	Cellular Component
GO:0008230	ecdysone receptor holocomplex	3	2	0.34	88	0.03470	0.03470	Cellular Component
GO:0048770	pigment granule	3	2	0.34	89	0.03470	0.03470	Cellular Component
GO:0043204	perikaryon	3	2	0.34	90	0.03470	0.03470	Cellular Component
GO:0043073	germ cell nucleus	12	4	1.34	91	0.03685	0.03685	Cellular Component
GO:0098803	respiratory chain complex	50	10	5.59	93	0.04696	0.04696	Cellular Component
GO:0070469	respirasome	50	10	5.59	94	0.04696	0.04696	Cellular Component
GO:0005746	mitochondrial respirasome	50	10	5.59	95	0.04696	0.04696	Cellular Component
GO:0005744	TIM23 mitochondrial import inner membran...	13	4	1.45	96	0.04865	0.04865	Cellular Component
