Gene	lnL_Null	lnL_Alt	LRT
Arp1	-3665.678347	-3665.678349	-4e-06
B-gluc1	-8572.430921	-8572.430921	0
Cox6c	-1488.722948	-1488.722948	0
CPR14	-1852.930504	-1852.930504	0
CPR19	-3267.006782	-3267.006782	0
CSP6	-1980.492021	-1980.492021	0
CytC	-1421.117374	-1421.117374	0
Dcr-1	-17124.345667	-17124.345667	0
Dl	-10519.128527	-10519.128527	0
Dnmt3	-9942.980143	-9942.980143	0
Ecr	-4684.519750	-4687.473094	-5.90669
egh	-5749.838801	-5749.838801	0
FAR1	-7142.255417	-7142.255417	0
Gat-1B	-7483.782734	-7483.782734	0
Gat-a	-7590.233556	-7590.233556	0
Gfat2	-9199.422688	-9199.422688	0
GlnS	-5414.008823	-5414.008823	0
GstD1	-4388.920135	-4388.920135	0
GstS4	-3263.033604	-3263.033604	0
Imd	-4523.000839	-4523.000839	0
Jtb	-8371.339327	-8371.339327	0
KAT2A	-9550.363731	-9550.363731	0
LOC100379261	-6097.999088	-6097.999088	0
LOC100576099	-2093.191293	-2093.191293	0
LOC100576186	-7564.448155	-7564.448155	0
LOC100576195	-1539.778680	-1539.778680	0
LOC100576337	-3441.820034	-3441.820034	0
LOC100576383	-6944.092920	-6944.530825	-0.87581
LOC100576411	-9052.468680	-9052.468680	0
LOC100576527	-8826.610181	-8826.610181	0
LOC100576646	-3355.363806	-3355.363806	0
LOC100576649	-8758.499855	-8758.499855	0
LOC100576660	-9029.910352	-9029.910352	0
LOC100576742	-15583.590706	-15583.590706	0
LOC100576795	-3886.674152	-3886.674152	0
LOC100576801	-3753.635179	-3753.635179	0
LOC100576818	-4874.502642	-4874.502642	0
LOC100576819	-7658.046610	-7658.046610	0
LOC100576826	-3583.492090	-3583.492090	0
LOC100576862	-6289.718204	-6289.718204	0
LOC100577002	-8135.255783	-8135.255783	0
LOC100577019	-487.818240	-487.818240	0
LOC100577050	-8142.117603	-8142.117603	0
LOC100577053	-9025.152484	-9025.152484	0
LOC100577136	-5982.683003	-5982.683003	0
LOC100577140	-8773.968965	-8773.968965	0
LOC100577174	-18783.394539	-18783.394539	0
LOC100577196	-9766.095463	-9766.095463	0
LOC100577401	-16674.811713	-16674.811713	0
LOC100577423	-5058.934534	-5058.934534	0
LOC100577481	-7683.989553	-7683.989553	0
LOC100577493	-9550.620272	-9550.620272	0
LOC100577519			0
LOC100577687	-7337.409829	-7337.409829	0
LOC100577690	-2326.195698	-2326.195698	0
LOC100577763	-37578.584734	-37578.584734	0
LOC100577764	-1764.456071	-1764.456071	0
LOC100577841	-4294.821598	-4294.821598	0
LOC100577870	-1453.517849	-1453.517849	0
LOC100577972	-67297.415025	-67297.415025	0
LOC100578030	-5500.006424	-5499.406386	1.20008
LOC100578035	-3694.662393	-3694.662393	0
LOC100578071	-27422.009513	-27422.009513	0
LOC100578156	-4120.199806	-4120.199806	0
LOC100578168	-2224.801065	-2224.801065	0
LOC100578209	-4739.623885	-4739.623885	0
LOC100578215	-6355.744460	-6355.744460	0
